"node_in","node_out","weight"
"3layhid8","4layhid2",-0.114543851589025
"3layhid9","4layhid2",21.9496297563504
"3layhid10","4layhid2",1.14324179616196
"Intercept","4layhid3",-0.0626793642462799
"3layhid1","4layhid3",-1.98773711516127
"3layhid2","4layhid3",6.43852101842197
"3layhid3","4layhid3",13.2514361164806
"3layhid4","4layhid3",0.93399537874682
"3layhid5","4layhid3",-1.81690785190171
"3layhid6","4layhid3",-0.51317586379454
"3layhid7","4layhid3",-3.8453961913111
"3layhid8","4layhid3",-7.79440450685351
"3layhid9","4layhid3",0.408267639122392
"3layhid10","4layhid3",-0.224350392836014
"Intercept","4layhid4",-1.18512953942763
"3layhid1","4layhid4",1.19741870493621
"3layhid2","4layhid4",5.66648337593645
"3layhid3","4layhid4",-12.3130922290883
"3layhid4","4layhid4",1.72831585140957
"3layhid5","4layhid4",0.431312576042187
"3layhid6","4layhid4",-1.02959541414561
"3layhid7","4layhid4",-1.13614587915876
"3layhid8","4layhid4",5.51950095412279
"3layhid9","4layhid4",4.96553295089195
"3layhid10","4layhid4",-0.462806934426954
"Intercept","4layhid5",0.147487381366469
"3layhid1","4layhid5",5.03675593642546
"3layhid2","4layhid5",-6.67398559198702
"3layhid3","4layhid5",-14.7141823263447
"3layhid4","4layhid5",3.90371559240762
"3layhid5","4layhid5",-8.09507597735196
"3layhid6","4layhid5",4.1022899823372
"3layhid7","4layhid5",2.76217663165945
"3layhid8","4layhid5",-17.442282882078
"3layhid9","4layhid5",-27.6614841283141
"3layhid10","4layhid5",8.35186973398972
"Intercept","GroupCat_5",-16.0748870010803
"4layhid1","GroupCat_5",4.08776275855769
"4layhid2","GroupCat_5",-58.8933623662122
"4layhid3","GroupCat_5",58.0831372027961
"4layhid4","GroupCat_5",-5.23640203021773
"4layhid5","GroupCat_5",19.286573476581
"Intercept","GroupCat_3",-0.52911026045334
"4layhid1","GroupCat_3",-17.1658046190566
"4layhid2","GroupCat_3",-0.649131339138255
"4layhid3","GroupCat_3",-16.5868377355515
"4layhid4","GroupCat_3",-7.09594459082796
"4layhid5","GroupCat_3",18.5596305824504
"Intercept","GroupCat_16",-2.3247195507686
"4layhid1","GroupCat_16",-29.7053520653127
"4layhid2","GroupCat_16",1.99957086131886
"4layhid3","GroupCat_16",-10.3002481345056
"4layhid4","GroupCat_16",14.9660977540186
"4layhid5","GroupCat_16",-60.7572235729134
"Intercept","GroupCat_6",8.35615191605003
"4layhid1","GroupCat_6",-70.9996661018811
"4layhid2","GroupCat_6",7.73666402049617
"4layhid3","GroupCat_6",11.4840898935369
"4layhid4","GroupCat_6",-69.2766100489469
"4layhid5","GroupCat_6",-28.9101064216781
"Intercept","GroupCat_2",-1.10748536197366
"4layhid1","GroupCat_2",34.4422082008114
"4layhid2","GroupCat_2",-58.0128417980217
"4layhid3","GroupCat_2",-67.4249601357418
"4layhid4","GroupCat_2",1.72181898026482
"4layhid5","GroupCat_2",-61.7921165439606
