Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP
Li2ZnBr4,Li,1,Li,1,Zn,2,Zn,2,Br,-1,Br,-1,14,295,4,694.07,3.82,Pnma,62,10,11,0,0,0,0,35,35,30,30,3,3,79.904,79.904,65.409,65.409,6.941,6.941,2.74,2.74,1.66,1.66,0.97,0.97,1.175,1.175,0.9,0.9,1.82,1.82,0.9,0.9,0.88,1.82,1.82,0.88,12,1,1,12,17,17,1.96,1.96,0.74,0.74,0.76,0.76,11.81381,11.81381,9.3942,9.3942,5.39172,5.39172,95,95,69,69,1,1,2.96,2.96,1.65,1.65,0.98,0.98,4,4,4,4,2,2,2,2,3,3,1,1,0.58,0.58,0.82,0.82,0.985,0.985,1342,1342,907,58.8,58.8,907,46,46,30.2,30.2,0.534,0.534,7.14,7.14,432,432,108.1,108.1,180.5,180.5,419.53,419.53,3.57,3.57,0.388,0.388,0.847,0.847,1.16,1.16,1.175,0.9,1.82,0.778597356
LiBiO3,Li,1,Li,1,Bi,5,Bi,5,O,-2,O,-2,16,295,8,463.74,7.56,Pccn,56,-300,0,0,0,0,0,8,8,83,83,3,3,15.9994,15.9994,208.98038,208.98038,6.941,6.941,3.5,3.5,1.67,1.67,0.97,0.97,1.175,1.175,0.917,0.917,1.21,1.21,0.9,0.9,0.9,1.26,1.26,0.9,15,1,1,15,16,16,1.4,1.4,0.76,0.76,0.76,0.76,13.61806,13.61806,7.2856,7.2856,5.39172,5.39172,87,87,86,86,1,1,3.44,3.44,1.9,1.9,0.98,0.98,2,2,6,6,2,2,2,2,6,6,1,1,0.285,0.285,0.92,0.92,0.985,0.985,1342,1342,1564,-182.962,-182.962,1564,46,46,13.4,13.4,0.534,0.534,9.79,9.79,432,432,53.3,53.3,180.5,180.5,271.4,271.4,3.57,3.57,0.122,0.122,0.847,0.847,0.0787,0.0787,1.175,0.917,1.21,0.792877138
LuCoO3,Lu,3,Lu,3,Co,3,Co,3,O,-2,O,-2,NaN,295,4,200.13,9.36,Pbnm,62,10,11,0,0,0,0,8,8,27,27,71,71,15.9994,15.9994,58.9332,58.9332,174.967,174.967,3.5,3.5,1.7,1.7,-300,-300,1.274,1.274,0.683,0.683,1.21,1.21,1.001,1.001,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,0.86,0.86,13.61806,13.61806,7.881,7.881,5.4259,5.4259,87,87,58,58,41,41,3.44,3.44,1.88,1.88,1,1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.92,0.92,-300,-300,3402,3402,2927,-182.962,-182.962,2927,9.9,9.9,13,13,9.84,9.84,8.86,8.86,126,126,272.5,272.5,1663,1663,1495,1495,0.154,0.154,0.421,0.421,0.164,0.164,1,1,1.274,0.683,1.21,0.927867535
MnCO3,Mn,2,Mn,2,C,4,C,4,O,-2,O,-2,13,295,6,308.61,3.71,R-3cH,-300,-300,0,0,0,0,0,8,8,6,6,25,25,15.9994,15.9994,12.0107,12.0107,54.938049,54.938049,3.5,3.5,2.5,2.5,1.6,1.6,1.243,1.243,0.33,0.33,1.21,1.21,0.81,0.81,0.3,1.26,1.26,0.3,14,7,7,14,16,16,1.4,1.4,0.16,0.16,0.83,0.83,13.61806,13.61806,11.2603,11.2603,7.43402,7.43402,87,87,77,77,52,52,3.44,3.44,2.55,2.55,1.55,1.55,2,2,2,2,4,4,2,2,4,4,4,4,0.285,0.285,0.39,0.39,0.99,0.99,2061,2061,-300,-182.962,-182.962,-300,21.7,21.7,-300,-300,7.3,7.3,-300,-300,235,235,-300,-300,1246,1246,-300,-300,0.479,0.479,-300,-300,0.0782,0.0782,-300,-300,1.243,0.33,1.21,1.126320087
Na2ZnBr4,Na,1,Na,1,Zn,2,Zn,2,Br,-1,Br,-1,14,295,4,834.75,3.43,Pnma,62,10,11,0,0,0,0,35,35,30,30,11,11,79.904,79.904,65.409,65.409,22.98977,22.98977,2.74,2.74,1.66,1.66,1.01,1.01,1.512,1.512,0.9,0.9,1.82,1.82,1.16,1.16,0.88,1.82,1.82,0.88,12,1,1,12,17,17,1.96,1.96,0.74,0.74,1.02,1.02,11.81381,11.81381,9.3942,9.3942,5.13908,5.13908,95,95,69,69,2,2,2.96,2.96,1.65,1.65,0.93,0.93,4,4,4,4,3,3,2,2,3,3,1,1,0.58,0.58,0.82,0.82,1.1,1.1,882.94,882.94,907,58.8,58.8,907,71,71,30.2,30.2,0.97,0.97,7.14,7.14,113.1,113.1,108.1,108.1,97.79,97.79,419.53,419.53,1.225,1.225,0.388,0.388,1.41,1.41,1.16,1.16,1.512,0.9,1.82,0.866205807
NaBiO3,Na,1,Na,1,Bi,5,Bi,5,O,-2,O,-2,2,295,4,283.39,6.56,P-6,174,-300,0,0,0,0,0,8,8,83,83,11,11,15.9994,15.9994,208.98038,208.98038,22.98977,22.98977,3.5,3.5,1.67,1.67,1.01,1.01,1.512,1.512,0.917,0.917,1.21,1.21,1.16,1.16,0.9,1.26,1.26,0.9,15,1,1,15,16,16,1.4,1.4,0.76,0.76,1.02,1.02,13.61806,13.61806,7.2856,7.2856,5.13908,5.13908,87,87,86,86,2,2,3.44,3.44,1.9,1.9,0.93,0.93,2,2,6,6,3,3,2,2,6,6,1,1,0.285,0.285,0.92,0.92,1.1,1.1,882.94,882.94,1564,-182.962,-182.962,1564,71,71,13.4,13.4,0.97,0.97,9.79,9.79,113.1,113.1,53.3,53.3,97.79,97.79,271.4,271.4,1.225,1.225,0.122,0.122,1.41,1.41,0.0787,0.0787,1.512,0.917,1.21,0.904910512
NdAlO3,Nd,3,Nd,3,Al,3,Al,3,O,-2,O,-2,NaN,295,6,317.18,6.89,R-3cH,-300,-300,0,0,0,0,0,8,8,13,13,60,60,15.9994,15.9994,26.981538,26.981538,144.24,144.24,3.5,3.5,1.47,1.47,-300,-300,1.408,1.408,0.666,0.666,1.21,1.21,1.123,1.123,0.675,1.26,1.26,0.675,13,3,3,13,16,16,1.4,1.4,0.54,0.54,0.98,0.98,13.61806,13.61806,5.98577,5.98577,5.525,5.525,87,87,73,73,19,19,3.44,3.44,1.61,1.61,1.14,1.14,2,2,3,3,6,6,2,2,3,3,3,3,0.285,0.285,0.77,0.77,-300,-300,3074,3074,2519,-182.962,-182.962,2519,9.6,9.6,23.1,23.1,7.01,7.01,2.7,2.7,49.5,49.5,399.9,399.9,1021,1021,660.32,660.32,0.191,0.191,0.904,0.904,0.165,0.165,2.37,2.37,1.408,0.666,1.21,0.986783344
NdVO3,Nd,3,Nd,3,V,3,V,3,O,-2,O,-2,NaN,295,4,235.49,6.86,Pbnm,62,10,11,0,0,0,0,8,8,23,23,60,60,15.9994,15.9994,50.9415,50.9415,144.24,144.24,3.5,3.5,1.45,1.45,-300,-300,1.408,1.408,0.789,0.789,1.21,1.21,1.123,1.123,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.98,0.98,13.61806,13.61806,6.7462,6.7462,5.525,5.525,87,87,46,46,19,19,3.44,3.44,1.63,1.63,1.14,1.14,2,2,4,4,6,6,2,2,5,5,3,3,0.285,0.285,1.09,1.09,-300,-300,3074,3074,3407,-182.962,-182.962,3407,9.6,9.6,8.4,8.4,7.01,7.01,6,6,49.5,49.5,422,422,1021,1021,1910,1910,0.191,0.191,0.489,0.489,0.165,0.165,0.307,0.307,1.408,0.789,1.21,0.926065809
Ni2InSbO6,Ni,3,Ni,3,In,3,Sb,3,O,-2,O,-2,16,295,3,330.17,6.79,R3H,-300,-300,0,0,0,0,0,8,8,49,51,28,28,15.9994,15.9994,114.818,121.76,58.6934,58.6934,3.5,3.5,1.49,1.82,1.75,1.75,1.043,1.043,1.019,0.948,1.21,1.21,0.7,0.7,0.9,1.26,1.26,0.94,13,10,10,15,16,16,1.4,1.4,0.8,0.76,0.56,0.56,13.61806,13.61806,5.78636,8.6084,7.6398,7.6398,87,87,75,85,55,55,3.44,3.44,1.78,2.05,1.91,1.91,2,2,5,5,4,4,2,2,4,6,2,2,0.285,0.285,0.94,0.83,0.96,0.96,2913,2913,2072,-182.962,-182.962,1587,13.4,13.4,32.1,11,8.9,8.9,7.31,6.68,290.3,290.3,28.6,162.5,1455,1455,156.6,630.63,0.445,0.445,0.233,0.207,0.907,0.907,0.816,0.243,1.043,0.9835,1.21,0.726287476
Ni2ScSbO6,Ni,3,Ni,3,Sc,3,Sb,3,O,-2,O,-2,16,295,3,323.85,5.85,R3H,-300,-300,0,0,0,0,0,8,8,21,51,28,28,15.9994,15.9994,44.95591,121.76,58.6934,58.6934,3.5,3.5,1.2,1.82,1.75,1.75,1.043,1.043,1.019,0.895,1.21,1.21,0.7,0.7,0.9,1.26,1.26,0.885,3,10,10,15,16,16,1.4,1.4,0.75,0.76,0.56,0.56,13.61806,13.61806,6.5615,8.6084,7.6398,7.6398,87,87,11,85,55,55,3.44,3.44,1.36,2.05,1.91,1.91,2,2,4,5,4,4,2,2,3,6,2,2,0.285,0.285,1.22,0.83,0.96,0.96,2913,2913,2836,-182.962,-182.962,1587,13.4,13.4,10.2,11,8.9,8.9,2.99,6.68,290.3,290.3,314,162.5,1455,1455,1541,630.63,0.445,0.445,0.567,0.207,0.907,0.907,0.158,0.243,1.043,0.957,1.21,0.735169164
Pb2MnNbO6,Pb,2,Pb,2,Mn,3,Nb,5,O,-2,O,-2,3,295,1,64.42,8.48,Pm-3m,221,23,0,0,0,0,0,8,8,25,41,82,82,15.9994,15.9994,54.938049,92.90638,207.2,207.2,3.5,3.5,1.6,1.23,1.55,1.55,1.565,1.565,0.768,0.806,1.21,1.21,1.33,1.33,0.78,1.26,1.26,0.72,7,14,14,5,16,16,1.4,1.4,0.58,0.64,1.19,1.19,13.61806,13.61806,7.43402,6.75885,7.41666,7.41666,87,87,52,47,81,81,3.44,3.44,1.55,1.6,1.8,1.8,2,2,4,5,6,6,2,2,4,6,5,5,0.285,0.285,0.99,1.23,0.96,0.96,1749,1749,2061,-182.962,-182.962,4744,28.9,28.9,21.7,7.3,11.3,11.3,7.3,8.57,23.1,23.1,235,323,327.46,327.46,1246,2477,0.127,0.127,0.479,0.265,0.353,0.353,0.0782,0.537,1.565,0.787,1.21,0.982584536
Pb2ScSbO6,Pb,2,Pb,2,Sc,3,Sb,5,O,-2,O,-2,3,295,4,532.43,8.45,Fm-3m,225,23,0,0,0,0,0,8,8,21,51,82,82,15.9994,15.9994,44.95591,121.76,207.2,207.2,3.5,3.5,1.2,1.82,1.55,1.55,1.565,1.565,0.799,0.895,1.21,1.21,1.33,1.33,0.74,1.26,1.26,0.885,3,14,14,15,16,16,1.4,1.4,0.75,0.6,1.19,1.19,13.61806,13.61806,6.5615,8.6084,7.41666,7.41666,87,87,11,85,81,81,3.44,3.44,1.36,2.05,1.8,1.8,2,2,4,5,6,6,2,2,3,6,5,5,0.285,0.285,1.22,0.83,0.96,0.96,1749,1749,2836,-182.962,-182.962,1587,28.9,28.9,10.2,11,11.3,11.3,2.99,6.68,23.1,23.1,314,162.5,327.46,327.46,1541,630.63,0.127,0.127,0.567,0.207,0.353,0.353,0.158,0.243,1.565,0.847,1.21,0.95392383
PrVO3,Pr,3,Pr,3,V,3,V,3,O,-2,O,-2,NaN,295,4,237.23,6.72,Pbnm,62,10,11,0,0,0,0,8,8,23,23,59,59,15.9994,15.9994,50.9415,50.9415,140.90765,140.90765,3.5,3.5,1.45,1.45,-300,-300,1.441,1.441,0.789,0.789,1.21,1.21,1.13,1.13,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.99,0.99,13.61806,13.61806,6.7462,6.7462,5.473,5.473,87,87,46,46,17,17,3.44,3.44,1.63,1.63,1.13,1.13,2,2,4,4,6,6,2,2,5,5,3,3,0.285,0.285,1.09,1.09,-300,-300,3520,3520,3407,-182.962,-182.962,3407,6.7,6.7,8.4,8.4,6.77,6.77,6,6,48.9,48.9,422,422,931,931,1910,1910,0.193,0.193,0.489,0.489,0.125,0.125,0.307,0.307,1.441,0.789,1.21,0.937738908
Sc2NiMnO6,Sc,3,Sc,3,Ni,2,Mn,4,O,-2,O,-2,NaN,295,2,196.51,5.06,P121/n1,14,10,11,0,0,0,0,8,8,28,25,21,21,15.9994,15.9994,58.6934,54.938049,44.95591,44.95591,3.5,3.5,1.75,1.6,1.2,1.2,1.152,1.152,0.693,0.85,1.21,1.21,0.885,0.885,0.67,1.26,1.26,0.83,10,3,3,7,16,16,1.4,1.4,0.69,0.53,0.75,0.75,13.61806,13.61806,7.6398,7.43402,6.5615,6.5615,87,87,55,52,11,11,3.44,3.44,1.91,1.55,1.36,1.36,2,2,4,4,4,4,2,2,2,4,3,3,0.285,0.285,0.96,0.99,1.22,1.22,2836,2836,2913,-182.962,-182.962,2061,10.2,10.2,13.4,21.7,2.99,2.99,8.9,7.3,314,314,290.3,235,1541,1541,1455,1246,0.567,0.567,0.445,0.479,0.158,0.158,0.907,0.0782,1.152,0.7715,1.21,0.84288984
SmVO3,Sm,3,Sm,3,V,3,V,3,O,-2,O,-2,NaN,295,4,232.3,7.13,Pbnm,62,10,11,0,0,0,0,8,8,23,23,62,62,15.9994,15.9994,50.9415,50.9415,150.36,150.36,3.5,3.5,1.45,1.45,-300,-300,1.391,1.391,0.789,0.789,1.21,1.21,1.098,1.098,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.96,0.96,13.61806,13.61806,6.7462,6.7462,5.6436,5.6436,87,87,46,46,23,23,3.44,3.44,1.63,1.63,1.17,1.17,2,2,4,4,6,6,2,2,5,5,3,3,0.285,0.285,1.09,1.09,-300,-300,1794,1794,3407,-182.962,-182.962,3407,12.7,12.7,8.4,8.4,7.52,7.52,6,6,57.3,57.3,422,422,1074,1074,1910,1910,0.196,0.196,0.489,0.489,0.133,0.133,0.307,0.307,1.391,0.789,1.21,0.920052395
Sr2CoMoO6,Sr,2,Sr,2,Co,2,Mo,6,O,-2,O,-2,5,295,2,245.81,5.76,I4/m,87,22,0,0,0,0,0,8,8,27,42,38,38,15.9994,15.9994,58.9332,95.94,87.62,87.62,3.5,3.5,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.79,9,2,2,6,16,16,1.4,1.4,0.65,0.59,1.18,1.18,13.61806,13.61806,7.881,7.09243,5.6949,5.6949,87,87,58,50,8,8,3.44,3.44,1.88,2.16,0.95,0.95,2,2,4,5,5,5,2,2,4,6,3,3,0.285,0.285,0.92,1.22,1.42,1.42,1382,1382,2927,-182.962,-182.962,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,1.21,0.98126944
Sr2FeReO6,Sr,2,Sr,2,Fe,3,Re,5,O,-2,O,-2,5,295,2,244.12,6.98,I4/m,87,22,0,0,0,0,0,8,8,26,75,38,38,15.9994,15.9994,55.845,186.207,87.62,87.62,3.5,3.5,1.64,1.46,0.99,0.99,1.571,1.571,0.717,0.805,1.21,1.21,1.32,1.32,0.72,1.26,1.26,0.69,8,2,2,7,16,16,1.4,1.4,0.55,0.58,1.18,1.18,13.61806,13.61806,7.9024,7.8335,5.6949,5.6949,87,87,55,54,8,8,3.44,3.44,1.83,1.9,0.95,0.95,2,2,4,6,5,5,2,2,3,6,3,3,0.285,0.285,0.95,1.19,1.42,1.42,1382,1382,2861,-182.962,-182.962,5596,22.5,22.5,11.8,6.2,2.64,2.64,7.87,20.8,84.8,84.8,247.3,324.5,777,777,1538,3186,0.306,0.306,0.449,0.137,0.353,0.353,0.802,0.479,1.571,0.761,1.21,0.997698609
Sr2MgReO6,Sr,2,Sr,2,Mg,2,Re,6,O,-2,O,-2,5,295,2,245.63,6.51,I4/m,87,22,0,0,0,0,0,8,8,12,75,38,38,15.9994,15.9994,24.305,186.207,87.62,87.62,3.5,3.5,1.23,1.46,0.99,0.99,1.571,1.571,0.65,0.889,1.21,1.21,1.32,1.32,0.69,1.26,1.26,0.86,2,2,2,7,16,16,1.4,1.4,0.72,0.55,1.18,1.18,13.61806,13.61806,7.64624,7.8335,5.6949,5.6949,87,87,68,54,8,8,3.44,3.44,1.31,1.9,0.95,0.95,2,2,3,6,5,5,2,2,2,6,3,3,0.285,0.285,0.9,1.19,1.42,1.42,1382,1382,1090,-182.962,-182.962,5596,22.5,22.5,24.8,6.2,2.64,2.64,1.74,20.8,84.8,84.8,348.9,324.5,777,777,650,3186,0.306,0.306,1.024,0.137,0.353,0.353,1.56,0.479,1.571,0.7695,1.21,0.993414478
SrTcO3,Sr,2,Sr,2,Tc,4,Tc,4,O,-2,O,-2,NaN,295,4,244.27,6.38,Pnma,62,10,11,0,0,0,0,8,8,43,43,38,38,15.9994,15.9994,97.9072,97.9072,87.62,87.62,3.5,3.5,-300,-300,0.99,0.99,1.571,1.571,-300,-300,1.21,1.21,1.32,1.32,0.785,1.26,1.26,0.785,7,2,2,7,16,16,1.4,1.4,0.65,0.65,1.18,1.18,13.61806,13.61806,7.28,7.28,5.6949,5.6949,87,87,53,53,8,8,3.44,3.44,2.1,2.1,0.95,0.95,2,2,5,5,5,5,2,2,6,6,3,3,0.285,0.285,1.16,1.16,1.42,1.42,1382,1382,4265,-182.962,-182.962,4265,22.5,22.5,-300,-300,2.64,2.64,11,11,84.8,84.8,339.7,339.7,777,777,2157,2157,0.306,0.306,-300,-300,0.353,0.353,0.506,0.506,1.571,-300,1.21,-300
TbFeO3,Tb,3,Tb,3,Fe,3,Fe,3,O,-2,O,-2,NaN,295,4,228.34,7.64,Pbnm,62,10,11,0,0,0,0,8,8,26,26,65,65,15.9994,15.9994,55.845,55.845,158.92534,158.92534,3.5,3.5,1.64,1.64,-300,-300,1.335,1.335,0.805,0.805,1.21,1.21,1.063,1.063,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,0.92,0.92,13.61806,13.61806,7.9024,7.9024,5.8638,5.8638,87,87,55,55,29,29,3.44,3.44,1.83,1.83,-300,-300,2,2,4,4,6,6,2,2,3,3,3,3,0.285,0.285,0.95,0.95,-300,-300,3230,3230,2861,-182.962,-182.962,2861,10.3,10.3,11.8,11.8,8.23,8.23,7.87,7.87,67.9,67.9,247.3,247.3,1356,1356,1538,1538,0.182,0.182,0.449,0.449,0.111,0.111,0.802,0.802,1.335,0.805,1.21,0.893095165
TbVO3,Tb,3,Tb,3,V,3,V,3,O,-2,O,-2,NaN,295,4,226.82,7.55,Pbnm,62,10,11,0,0,0,0,8,8,23,23,65,65,15.9994,15.9994,50.9415,50.9415,158.92534,158.92534,3.5,3.5,1.45,1.45,-300,-300,1.335,1.335,0.789,0.789,1.21,1.21,1.063,1.063,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.92,0.92,13.61806,13.61806,6.7462,6.7462,5.8638,5.8638,87,87,46,46,29,29,3.44,3.44,1.63,1.63,-300,-300,2,2,4,4,6,6,2,2,5,5,3,3,0.285,0.285,1.09,1.09,-300,-300,3230,3230,3407,-182.962,-182.962,3407,10.3,10.3,8.4,8.4,8.23,8.23,6,6,67.9,67.9,422,422,1356,1356,1910,1910,0.182,0.182,0.489,0.489,0.111,0.111,0.307,0.307,1.335,0.789,1.21,0.900243501
TlIO3,Tl,1,Tl,1,I,5,I,5,O,-2,O,-2,NaN,295,3,277.62,6.81,R3mH,-300,-300,0,0,0,0,0,8,8,53,53,81,81,15.9994,15.9994,126.90447,126.90447,204.3833,204.3833,3.5,3.5,2.21,2.21,1.44,1.44,1.833,1.833,0.86,0.86,1.21,1.21,1.64,1.64,1.09,1.26,1.26,1.09,17,13,13,17,16,16,1.4,1.4,0.95,0.95,1.5,1.5,13.61806,13.61806,10.45126,10.45126,6.1082,6.1082,87,87,96,96,76,76,3.44,3.44,2.66,2.66,1.8,1.8,2,2,5,5,6,6,2,2,6,6,4,4,0.285,0.285,0.755,0.755,1.015,1.015,1473,1473,184.4,-182.962,-182.962,184.4,29.9,29.9,-300,-300,11.8,11.8,-300,-300,20.3,20.3,-300,-300,304,304,-300,-300,0.129,0.129,-300,-300,0.461,0.461,-300,-300,1.833,0.86,1.21,1.039481128
Tm2NiMnO6,Tm,3,Tm,3,Ni,2,Mn,4,O,-2,O,-2,NaN,295,2,213.49,8.52,P121/n1,14,10,11,0,0,0,0,8,8,28,25,69,69,15.9994,15.9994,58.6934,54.938049,168.93421,168.93421,3.5,3.5,1.75,1.6,-300,-300,1.303,1.303,0.693,0.85,1.21,1.21,1.02,1.02,0.67,1.26,1.26,0.83,10,3,3,7,16,16,1.4,1.4,0.69,0.53,0.88,0.88,13.61806,13.61806,7.6398,7.43402,6.18431,6.18431,87,87,55,52,37,37,3.44,3.44,1.91,1.55,1.25,1.25,2,2,4,4,6,6,2,2,2,4,3,3,0.285,0.285,0.96,0.99,-300,-300,1950,1950,2913,-182.962,-182.962,2061,13.3,13.3,13.4,21.7,9.32,9.32,8.9,7.3,99.7,99.7,290.3,235,1545,1545,1455,1246,0.16,0.16,0.445,0.479,0.169,0.169,0.907,0.0782,1.303,0.7715,1.21,0.896774838
TmCoO3,Tm,3,Tm,3,Co,3,Co,3,O,-2,O,-2,NaN,295,4,202.52,9.05,Pbnm,62,10,11,0,0,0,0,8,8,27,27,69,69,15.9994,15.9994,58.9332,58.9332,168.93421,168.93421,3.5,3.5,1.7,1.7,-300,-300,1.303,1.303,0.683,0.683,1.21,1.21,1.02,1.02,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,0.88,0.88,13.61806,13.61806,7.881,7.881,6.18431,6.18431,87,87,58,58,37,37,3.44,3.44,1.88,1.88,1.25,1.25,2,2,4,4,6,6,2,2,4,4,3,3,0.285,0.285,0.92,0.92,-300,-300,1950,1950,2927,-182.962,-182.962,2927,13.3,13.3,13,13,9.32,9.32,8.86,8.86,99.7,99.7,272.5,272.5,1545,1545,1495,1495,0.16,0.16,0.421,0.421,0.169,0.169,1,1,1.303,0.683,1.21,0.938700127
TmNiO3,Tm,3,Tm,3,Ni,3,Ni,3,O,-2,O,-2,NaN,295,4,208.85,8.77,P121/n1,14,10,11,0,0,0,0,8,8,28,28,69,69,15.9994,15.9994,58.6934,58.6934,168.93421,168.93421,3.5,3.5,1.75,1.75,-300,-300,1.303,1.303,0.786,0.786,1.21,1.21,1.02,1.02,0.7,1.26,1.26,0.7,10,3,3,10,16,16,1.4,1.4,0.56,0.56,0.88,0.88,13.61806,13.61806,7.6398,7.6398,6.18431,6.18431,87,87,55,55,37,37,3.44,3.44,1.91,1.91,1.25,1.25,2,2,4,4,6,6,2,2,2,2,3,3,0.285,0.285,0.96,0.96,-300,-300,1950,1950,2913,-182.962,-182.962,2913,13.3,13.3,13.4,13.4,9.32,9.32,8.9,8.9,99.7,99.7,290.3,290.3,1545,1545,1455,1455,0.16,0.16,0.445,0.445,0.169,0.169,0.907,0.907,1.303,0.786,1.21,0.890260191
TmVO3,Tm,3,Tm,3,V,3,V,3,O,-2,O,-2,NaN,295,4,220.97,8.05,Pbnm,62,10,11,0,0,0,0,8,8,23,23,69,69,15.9994,15.9994,50.9415,50.9415,168.93421,168.93421,3.5,3.5,1.45,1.45,-300,-300,1.303,1.303,0.789,0.789,1.21,1.21,1.02,1.02,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.88,0.88,13.61806,13.61806,6.7462,6.7462,6.18431,6.18431,87,87,46,46,37,37,3.44,3.44,1.63,1.63,1.25,1.25,2,2,4,4,6,6,2,2,5,5,3,3,0.285,0.285,1.09,1.09,-300,-300,1950,1950,3407,-182.962,-182.962,3407,13.3,13.3,8.4,8.4,9.32,9.32,6,6,99.7,99.7,422,422,1545,1545,1910,1910,0.16,0.16,0.489,0.489,0.169,0.169,0.307,0.307,1.303,0.789,1.21,0.888924133
YbCoO3,Yb,3,Yb,3,Co,3,Co,3,O,-2,O,-2,NaN,295,4,201.23,9.24,Pbnm,62,10,11,0,0,0,0,8,8,27,27,70,70,15.9994,15.9994,58.9332,58.9332,173.04,173.04,3.5,3.5,1.7,1.7,-300,-300,1.268,1.268,0.683,0.683,1.21,1.21,1.008,1.008,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,-300,-300,13.61806,13.61806,7.881,7.881,6.25416,6.25416,87,87,58,58,39,39,3.44,3.44,1.88,1.88,-300,-300,2,2,4,4,6,6,2,2,4,4,3,3,0.285,0.285,0.92,0.92,-300,-300,1196,1196,2927,-182.962,-182.962,2927,26.3,26.3,13,13,6.9,6.9,8.86,8.86,44.3,44.3,272.5,272.5,819,819,1495,1495,0.154,0.154,0.421,0.421,0.385,0.385,1,1,1.268,0.683,1.21,0.925626309
