Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP
La2ZnMnO6,La,3,La,3,Zn,2,Mn,4,O,-2,O,-2,NaN,293,2,238.24,6.88,P121/n1,14,10,11,0,0,0,0,8,8,30,25,57,57,15.9994,15.9994,65.409,54.938049,138.9055,138.9055,3.5,3.5,1.66,1.6,1.08,1.08,1.475,1.475,0.693,0.9,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.88,12,3,3,7,16,16,1.4,1.4,0.74,0.53,1.03,1.03,13.61806,13.61806,9.3942,7.43402,5.5769,5.5769,87,87,69,52,13,13,3.44,3.44,1.65,1.55,1.1,1.1,2,2,4,4,6,6,2,2,3,4,4,4,0.285,0.285,0.82,0.99,1.375,1.375,3464,3464,907,-182.962,-182.962,2061,12.1,12.1,30.2,21.7,6.15,6.15,7.14,7.3,44.6,44.6,108.1,235,918,918,419.53,1246,0.195,0.195,0.388,0.479,0.134,0.134,1.16,0.0782,1.475,0.7965,1.21,0.946215653
La2ZnPtO6,La,3,La,3,Zn,2,Pt,4,O,-2,O,-2,NaN,293,2,252.5,8.34,P121/n1,14,10,11,0,0,0,0,8,8,30,78,57,57,15.9994,15.9994,65.409,195.078,138.9055,138.9055,3.5,3.5,1.66,1.44,1.08,1.08,1.475,1.475,0.819,0.9,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.88,12,3,3,10,16,16,1.4,1.4,0.74,0.63,1.03,1.03,13.61806,13.61806,9.3942,8.9587,5.5769,5.5769,87,87,69,63,13,13,3.44,3.44,1.65,2.2,1.1,1.1,2,2,4,6,6,6,2,2,3,5,4,4,0.285,0.285,0.82,1.24,1.375,1.375,3464,3464,907,-182.962,-182.962,3825,12.1,12.1,30.2,8.8,6.15,6.15,7.14,21.5,44.6,44.6,108.1,113.6,918,918,419.53,1768.2,0.195,0.195,0.388,0.133,0.134,0.134,1.16,0.716,1.475,0.8595,1.21,0.917410827
La2ZnRhO6,La,3,La,3,Zn,2,Rh,4,O,-2,O,-2,NaN,293,2,250.08,7.17,P121/n1,14,10,11,0,0,0,0,8,8,30,45,57,57,15.9994,15.9994,65.409,102.9055,138.9055,138.9055,3.5,3.5,1.66,1.45,1.08,1.08,1.475,1.475,-300,0.9,1.21,1.21,1.172,1.172,0.74,1.26,1.26,0.88,12,3,3,9,16,16,1.4,1.4,0.74,0.6,1.03,1.03,13.61806,13.61806,9.3942,7.4589,5.5769,5.5769,87,87,69,59,13,13,3.44,3.44,1.65,2.28,1.1,1.1,2,2,4,5,6,6,2,2,3,4,4,4,0.285,0.285,0.82,1.11,1.375,1.375,3464,3464,907,-182.962,-182.962,3695,12.1,12.1,30.2,8.2,6.15,6.15,7.14,12.4,44.6,44.6,108.1,258.4,918,918,419.53,1963,0.195,0.195,0.388,0.243,0.134,0.134,1.16,1.5,1.475,-149.55,1.21,-300
LaCuO3,La,3,La,3,Cu,3,Cu,3,O,-2,O,-2,5,293,6,347.84,7.17,R-3cH,-300,-300,0,0,0,0,0,8,8,29,29,57,57,15.9994,15.9994,63.546,63.546,138.9055,138.9055,3.5,3.5,1.75,1.75,1.08,1.08,1.475,1.475,0.799,0.799,1.21,1.21,1.172,1.172,0.68,1.26,1.26,0.68,11,3,3,11,16,16,1.4,1.4,-300,-300,1.03,1.03,13.61806,13.61806,7.72638,7.72638,5.5769,5.5769,87,87,64,64,13,13,3.44,3.44,1.9,1.9,1.1,1.1,2,2,4,4,6,6,2,2,2,2,4,4,0.285,0.285,0.88,0.88,1.375,1.375,3464,3464,2562,-182.962,-182.962,2562,12.1,12.1,16.5,16.5,6.15,6.15,8.96,8.96,44.6,44.6,203.5,203.5,918,918,1084.62,1084.62,0.195,0.195,0.384,0.384,0.134,0.134,4.01,4.01,1.475,0.799,1.21,0.945038182
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,5,293,4,242.46,6.65,Pnma,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172
LaGaO3,La,3,La,3,Ga,3,Ga,3,O,-2,O,-2,NaN,293,4,236.21,7.22,Pbnm,62,10,11,0,0,0,0,8,8,31,31,57,57,15.9994,15.9994,69.723,69.723,138.9055,138.9055,3.5,3.5,1.82,1.82,1.08,1.08,1.475,1.475,0.776,0.776,1.21,1.21,1.172,1.172,0.76,1.26,1.26,0.76,13,3,3,13,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,5.9993,5.9993,5.5769,5.5769,87,87,74,74,13,13,3.44,3.44,1.81,1.81,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.76,0.76,1.375,1.375,3464,3464,2204,-182.962,-182.962,2204,12.1,12.1,18,18,6.15,6.15,5.91,5.91,44.6,44.6,80,80,918,918,29.767,29.767,0.195,0.195,0.374,0.374,0.134,0.134,0.406,0.406,1.475,0.776,1.21,0.955982733
LaLuO3,La,3,La,3,Lu,3,Lu,3,O,-2,O,-2,NaN,293,4,294,8.18,Pnma,62,10,11,0,0,0,0,8,8,71,71,57,57,15.9994,15.9994,174.967,174.967,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.017,1.017,1.21,1.21,1.172,1.172,1.001,1.26,1.26,1.001,3,3,3,3,16,16,1.4,1.4,0.86,0.86,1.03,1.03,13.61806,13.61806,5.4259,5.4259,5.5769,5.5769,87,87,41,41,13,13,3.44,3.44,1,1,1.1,1.1,2,2,6,6,6,6,2,2,4,4,4,4,0.285,0.285,-300,-300,1.375,1.375,3464,3464,3402,-182.962,-182.962,3402,12.1,12.1,9.9,9.9,6.15,6.15,9.84,9.84,44.6,44.6,126,126,918,918,1663,1663,0.195,0.195,0.154,0.154,0.134,0.134,0.164,0.164,1.475,1.017,1.21,0.852528831
LaLuS3,La,3,La,3,Lu,3,Lu,3,S,-2,S,-2,NaN,293,4,424.19,6.42,Pna21,33,-300,0,0,0,0,0,16,16,71,71,57,57,32.065,32.065,174.967,174.967,138.9055,138.9055,2.44,2.44,-300,-300,1.08,1.08,1.475,1.475,1.017,1.017,-300,-300,1.172,1.172,1.001,1.7,1.7,1.001,3,3,3,3,16,16,1.84,1.84,0.86,0.86,1.03,1.03,10.36001,10.36001,5.4259,5.4259,5.5769,5.5769,88,88,41,41,13,13,2.58,2.58,1,1,1.1,1.1,3,3,6,6,6,6,6,6,4,4,4,4,0.54,0.54,-300,-300,1.375,1.375,3464,3464,3402,444.61,444.61,3402,12.1,12.1,9.9,9.9,6.15,6.15,9.84,9.84,44.6,44.6,126,126,918,918,1663,1663,0.195,0.195,0.154,0.154,0.134,0.134,0.164,0.164,1.475,1.017,-300,0.706023593
LaNiO3,La,3,La,3,Ni,3,Ni,3,O,-2,O,-2,NaN,293,6,338.34,7.23,R-3cH,-300,-300,0,0,0,0,0,8,8,28,28,57,57,15.9994,15.9994,58.6934,58.6934,138.9055,138.9055,3.5,3.5,1.75,1.75,1.08,1.08,1.475,1.475,0.786,0.786,1.21,1.21,1.172,1.172,0.7,1.26,1.26,0.7,10,3,3,10,16,16,1.4,1.4,0.56,0.56,1.03,1.03,13.61806,13.61806,7.6398,7.6398,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.91,1.91,1.1,1.1,2,2,4,4,6,6,2,2,2,2,4,4,0.285,0.285,0.96,0.96,1.375,1.375,3464,3464,2913,-182.962,-182.962,2913,12.1,12.1,13.4,13.4,6.15,6.15,8.9,8.9,44.6,44.6,290.3,290.3,918,918,1455,1455,0.195,0.195,0.445,0.445,0.134,0.134,0.907,0.907,1.475,0.786,1.21,0.95119324
LaPdO3,La,3,La,3,Pd,3,Pd,3,O,-2,O,-2,NaN,293,4,257.25,7.57,Pbnm,62,10,11,0,0,0,0,8,8,46,46,57,57,15.9994,15.9994,106.42,106.42,138.9055,138.9055,3.5,3.5,1.35,1.35,1.08,1.08,1.475,1.475,-300,-300,1.21,1.21,1.172,1.172,0.9,1.26,1.26,0.9,10,3,3,10,16,16,1.4,1.4,0.76,0.76,1.03,1.03,13.61806,13.61806,8.3369,8.3369,5.5769,5.5769,87,87,59,59,13,13,3.44,3.44,2.2,2.2,1.1,1.1,2,2,5,5,6,6,2,2,1,1,4,4,0.285,0.285,1.08,1.08,1.375,1.375,3464,3464,2963,-182.962,-182.962,2963,12.1,12.1,11.8,11.8,6.15,6.15,12,12,44.6,44.6,157.3,157.3,918,918,1554.8,1554.8,0.195,0.195,0.244,0.244,0.134,0.134,0.718,0.718,1.475,-300,1.21,-300
LaRuO3,La,3,La,3,Ru,3,Ru,3,O,-2,O,-2,NaN,293,4,248.75,7.69,Pnma,62,10,11,0,0,0,0,8,8,44,44,57,57,15.9994,15.9994,101.07,101.07,138.9055,138.9055,3.5,3.5,1.42,1.42,1.08,1.08,1.475,1.475,0.816,0.816,1.21,1.21,1.172,1.172,0.82,1.26,1.26,0.82,8,3,3,8,16,16,1.4,1.4,0.68,0.68,1.03,1.03,13.61806,13.61806,7.3605,7.3605,5.5769,5.5769,87,87,56,56,13,13,3.44,3.44,2.2,2.2,1.1,1.1,2,2,5,5,6,6,2,2,6,6,4,4,0.285,0.285,1.145,1.145,1.375,1.375,3464,3464,4150,-182.962,-182.962,4150,12.1,12.1,6.4,6.4,6.15,6.15,12.1,12.1,44.6,44.6,381.8,381.8,918,918,2333,2333,0.195,0.195,0.238,0.238,0.134,0.134,1.17,1.17,1.475,0.816,1.21,0.937108444
LaScO3,La,3,La,3,Sc,3,Sc,3,O,-2,O,-2,NaN,293,4,265.97,5.79,Pnma,62,10,11,0,0,0,0,8,8,21,21,57,57,15.9994,15.9994,44.95591,44.95591,138.9055,138.9055,3.5,3.5,1.2,1.2,1.08,1.08,1.475,1.475,0.895,0.895,1.21,1.21,1.172,1.172,0.885,1.26,1.26,0.885,3,3,3,3,16,16,1.4,1.4,0.75,0.75,1.03,1.03,13.61806,13.61806,6.5615,6.5615,5.5769,5.5769,87,87,11,11,13,13,3.44,3.44,1.36,1.36,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,1.22,1.22,1.375,1.375,3464,3464,2836,-182.962,-182.962,2836,12.1,12.1,10.2,10.2,6.15,6.15,2.99,2.99,44.6,44.6,314,314,918,918,1541,1541,0.195,0.195,0.567,0.567,0.134,0.134,0.158,0.158,1.475,0.895,1.21,0.901939053
LaScS3,La,3,La,3,Sc,3,Sc,3,S,-2,S,-2,NaN,293,4,450.1,4.13,Pna21,33,-300,0,0,0,0,0,16,16,21,21,57,57,32.065,32.065,44.95591,44.95591,138.9055,138.9055,2.44,2.44,1.2,1.2,1.08,1.08,1.475,1.475,0.895,0.895,-300,-300,1.172,1.172,0.885,1.7,1.7,0.885,3,3,3,3,16,16,1.84,1.84,0.75,0.75,1.03,1.03,10.36001,10.36001,6.5615,6.5615,5.5769,5.5769,88,88,11,11,13,13,2.58,2.58,1.36,1.36,1.1,1.1,3,3,4,4,6,6,6,6,3,3,4,4,0.54,0.54,1.22,1.22,1.375,1.375,3464,3464,2836,444.61,444.61,2836,12.1,12.1,10.2,10.2,6.15,6.15,2.99,2.99,44.6,44.6,314,314,918,918,1541,1541,0.195,0.195,0.567,0.567,0.134,0.134,0.158,0.158,1.475,0.895,-300,0.705735617
LaTiO3,La,3,La,3,Ti,3,Ti,3,O,-2,O,-2,NaN,293,4,250.38,6.23,Pbnm,62,10,11,0,0,0,0,8,8,22,22,57,57,15.9994,15.9994,47.867,47.867,138.9055,138.9055,3.5,3.5,1.32,1.32,1.08,1.08,1.475,1.475,0.837,0.837,1.21,1.21,1.172,1.172,0.81,1.26,1.26,0.81,4,3,3,4,16,16,1.4,1.4,0.67,0.67,1.03,1.03,13.61806,13.61806,6.8281,6.8281,5.5769,5.5769,87,87,43,43,13,13,3.44,3.44,1.54,1.54,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,1.15,1.15,1.375,1.375,3464,3464,3287,-182.962,-182.962,3287,12.1,12.1,8.6,8.6,6.15,6.15,4.51,4.51,44.6,44.6,295.6,295.6,918,918,1670,1670,0.195,0.195,0.522,0.522,0.134,0.134,0.219,0.219,1.475,0.837,1.21,0.927494728
LaYbS3,La,3,La,3,Yb,3,Yb,3,S,-2,S,-2,NaN,293,4,486.22,5.58,Pnam,62,10,11,0,0,0,0,16,16,70,70,57,57,32.065,32.065,173.04,173.04,138.9055,138.9055,2.44,2.44,-300,-300,1.08,1.08,1.475,1.475,1.011,1.011,-300,-300,1.172,1.172,1.008,1.7,1.7,1.008,3,3,3,3,16,16,1.84,1.84,-300,-300,1.03,1.03,10.36001,10.36001,6.25416,6.25416,5.5769,5.5769,88,88,39,39,13,13,2.58,2.58,-300,-300,1.1,1.1,3,3,6,6,6,6,6,6,3,3,4,4,0.54,0.54,-300,-300,1.375,1.375,3464,3464,1196,444.61,444.61,1196,12.1,12.1,26.3,26.3,6.15,6.15,6.9,6.9,44.6,44.6,44.3,44.3,918,918,819,819,0.195,0.195,0.154,0.154,0.134,0.134,0.385,0.385,1.475,1.011,-300,0.706009425
Li2MoTeO6,Li,1,Li,1,Te,4,Te,6,O,-2,O,-2,16,293,4,486.96,4.55,P121/n1,14,10,11,0,0,0,0,8,8,52,52,3,3,15.9994,15.9994,127.6,127.6,6.941,6.941,3.5,3.5,2.01,2.01,0.97,0.97,1.175,1.175,0.71,0.917,1.21,1.21,0.9,0.9,0.7,1.26,1.26,1.11,16,1,1,16,16,16,1.4,1.4,0.97,0.56,0.76,0.76,13.61806,13.61806,9.0096,9.0096,5.39172,5.39172,87,87,90,90,1,1,3.44,3.44,2.1,2.1,0.98,0.98,2,2,5,5,2,2,2,2,7,7,1,1,0.285,0.285,0.79,0.79,0.985,0.985,1342,1342,-300,-182.962,-182.962,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,1.175,0.8135,1.21,0.83343201
Li2SnTeO6,Li,1,Li,1,Sn,4,Te,6,O,-2,O,-2,16,293,2,217.77,5.43,Pnn2,34,-300,0,0,0,0,0,8,8,50,52,3,3,15.9994,15.9994,118.71,127.6,6.941,6.941,3.5,3.5,1.72,2.01,0.97,0.97,1.175,1.175,0.71,0.845,1.21,1.21,0.9,0.9,0.7,1.26,1.26,0.83,14,1,1,16,16,16,1.4,1.4,0.69,0.56,0.76,0.76,13.61806,13.61806,7.3439,9.0096,5.39172,5.39172,87,87,80,90,1,1,3.44,3.44,1.96,2.1,0.98,0.98,2,2,5,5,2,2,2,2,5,7,1,1,0.285,0.285,0.88,0.79,0.985,0.985,1342,1342,2602,-182.962,-182.962,-300,46,46,22,-300,0.534,0.534,7.26,-300,432,432,60.4,-300,180.5,180.5,231.93,-300,3.57,3.57,0.227,-300,0.847,0.847,0.666,-300,1.175,0.7775,1.21,0.848528137
Li2WTeO6,Li,1,Li,1,W,4,Te,6,O,-2,O,-2,16,293,4,488.52,5.73,P121/n1,14,10,11,0,0,0,0,8,8,74,52,3,3,15.9994,15.9994,183.84,127.6,6.941,6.941,3.5,3.5,1.4,2.01,0.97,0.97,1.175,1.175,0.71,-300,1.21,1.21,0.9,0.9,0.7,1.26,1.26,0.8,6,1,1,16,16,16,1.4,1.4,0.66,0.56,0.76,0.76,13.61806,13.61806,7.864,9.0096,5.39172,5.39172,87,87,51,90,1,1,3.44,3.44,1.7,2.1,0.98,0.98,2,2,6,5,2,2,2,2,7,7,1,1,0.285,0.285,1.22,0.79,0.985,0.985,1342,1342,5555,-182.962,-182.962,-300,46,46,4.5,-300,0.534,0.534,19.3,-300,432,432,284.5,-300,180.5,180.5,3414,-300,3.57,3.57,0.132,-300,0.847,0.847,1.74,-300,1.175,-149.645,1.21,-300
Li2ZrTeO6,Li,1,Li,1,Zr,4,Te,6,O,-2,O,-2,16,293,3,320.78,5.1,R3H,-300,-300,0,0,0,0,0,8,8,40,52,3,3,15.9994,15.9994,91.224,127.6,6.941,6.941,3.5,3.5,1.22,2.01,0.97,0.97,1.175,1.175,0.71,0.868,1.21,1.21,0.9,0.9,0.7,1.26,1.26,0.86,4,1,1,16,16,16,1.4,1.4,0.72,0.56,0.76,0.76,13.61806,13.61806,6.6339,9.0096,5.39172,5.39172,87,87,44,90,1,1,3.44,3.44,1.33,2.1,0.98,0.98,2,2,5,5,2,2,2,2,5,7,1,1,0.285,0.285,1.265,0.79,0.985,0.985,1342,1342,4409,-182.962,-182.962,-300,46,46,5.7,-300,0.534,0.534,6.52,-300,432,432,230.2,-300,180.5,180.5,1854,-300,3.57,3.57,0.278,-300,0.847,0.847,0.227,-300,1.175,0.789,1.21,0.84364666
Li3CrF6,Li,1,Li,1,Li,1,Cr,3,F,-1,F,-1,4,293,12,1234.53,3.02,C12/c1,15,13,0,0,0,0,0,9,9,3,24,3,3,18.9984032,18.9984032,6.941,51.9961,6.941,6.941,4.1,4.1,0.97,1.56,0.97,0.97,1.175,1.175,0.77,0.919,1.145,1.145,0.9,0.9,0.755,1.19,1.19,0.9,1,1,1,6,17,17,1.33,1.33,0.76,0.62,0.76,0.76,17.42282,17.42282,5.39172,6.7665,5.39172,5.39172,93,93,1,49,1,1,3.98,3.98,0.98,1.66,0.98,0.98,2,2,2,4,2,2,1,1,1,6,1,1,0.25,0.25,0.985,1.07,0.985,0.985,1342,1342,1342,-188.11,-188.11,2671,46,46,46,4.9,0.534,0.534,0.534,7.15,432,432,432,404,180.5,180.5,180.5,1907,3.57,3.57,3.57,0.45,0.847,0.847,0.847,0.937,1.175,0.8445,1.145,0.824572874
Li3CrF6,Li,1,Li,1,Li,1,Cr,3,F,-1,F,-1,16,293,12,1234.53,3.02,C12/c1,15,13,0,0,0,0,0,9,9,3,24,3,3,18.9984032,18.9984032,6.941,51.9961,6.941,6.941,4.1,4.1,0.97,1.56,0.97,0.97,1.175,1.175,0.77,0.919,1.145,1.145,0.9,0.9,0.755,1.19,1.19,0.9,1,1,1,6,17,17,1.33,1.33,0.76,0.62,0.76,0.76,17.42282,17.42282,5.39172,6.7665,5.39172,5.39172,93,93,1,49,1,1,3.98,3.98,0.98,1.66,0.98,0.98,2,2,2,4,2,2,1,1,1,6,1,1,0.25,0.25,0.985,1.07,0.985,0.985,1342,1342,1342,-188.11,-188.11,2671,46,46,46,4.9,0.534,0.534,0.534,7.15,432,432,432,404,180.5,180.5,180.5,1907,3.57,3.57,3.57,0.45,0.847,0.847,0.847,0.937,1.175,0.8445,1.145,0.824572874
Li3GaF6,Li,1,Li,1,Li,1,Ga,3,F,-1,F,-1,16,293,12,1226.38,3.32,C12/c1,15,13,0,0,0,0,0,9,9,3,31,3,3,18.9984032,18.9984032,6.941,69.723,6.941,6.941,4.1,4.1,0.97,1.82,0.97,0.97,1.175,1.175,0.776,0.919,1.145,1.145,0.9,0.9,0.76,1.19,1.19,0.9,1,1,1,13,17,17,1.33,1.33,0.76,0.62,0.76,0.76,17.42282,17.42282,5.39172,5.9993,5.39172,5.39172,93,93,1,74,1,1,3.98,3.98,0.98,1.81,0.98,0.98,2,2,2,4,2,2,1,1,1,4,1,1,0.25,0.25,0.985,0.76,0.985,0.985,1342,1342,1342,-188.11,-188.11,2204,46,46,46,18,0.534,0.534,0.534,5.91,432,432,432,80,180.5,180.5,180.5,29.767,3.57,3.57,3.57,0.374,0.847,0.847,0.847,0.406,1.175,0.8475,1.145,0.823331359
Li3VF6,Li,1,Li,1,Li,1,V,3,F,-1,F,-1,16,293,12,1255.22,2.95,C12/c1,15,13,0,0,0,0,0,9,9,3,23,3,3,18.9984032,18.9984032,6.941,50.9415,6.941,6.941,4.1,4.1,0.97,1.45,0.97,0.97,1.175,1.175,0.789,0.919,1.145,1.145,0.9,0.9,0.78,1.19,1.19,0.9,1,1,1,5,17,17,1.33,1.33,0.76,0.64,0.76,0.76,17.42282,17.42282,5.39172,6.7462,5.39172,5.39172,93,93,1,46,1,1,3.98,3.98,0.98,1.63,0.98,0.98,2,2,2,4,2,2,1,1,1,5,1,1,0.25,0.25,0.985,1.09,0.985,0.985,1342,1342,1342,-188.11,-188.11,3407,46,46,46,8.4,0.534,0.534,0.534,6,432,432,432,422,180.5,180.5,180.5,1910,3.57,3.57,3.57,0.489,0.847,0.847,0.847,0.307,1.175,0.854,1.145,0.820654193
LiAsO3,Li,1,Li,1,As,5,As,5,O,-2,O,-2,2,293,6,284.48,4.55,R-3H,-300,-300,0,0,0,0,0,8,8,33,33,3,3,15.9994,15.9994,74.9216,74.9216,6.941,6.941,3.5,3.5,2.02,2.02,0.97,0.97,1.175,1.175,0.624,0.624,1.21,1.21,0.9,0.9,0.6,1.26,1.26,0.6,15,1,1,15,16,16,1.4,1.4,0.46,0.46,0.76,0.76,13.61806,13.61806,9.7886,9.7886,5.39172,5.39172,87,87,84,84,1,1,3.44,3.44,2.18,2.18,0.98,0.98,2,2,4,4,2,2,2,2,6,6,1,1,0.285,0.285,0.67,0.67,0.985,0.985,1342,1342,-300,-182.962,-182.962,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,1.175,0.624,1.21,0.919547259
LiBaF3,Ba,2,Ba,2,Li,1,Li,1,F,-1,F,-1,3,293,1,63.62,5.25,Pm-3m,221,23,0,0,0,0,0,9,9,3,3,56,56,18.9984032,18.9984032,6.941,6.941,137.327,137.327,4.1,4.1,0.97,0.97,0.97,0.97,1.738,1.738,0.919,0.919,1.145,1.145,1.49,1.49,0.9,1.19,1.19,0.9,1,2,2,1,17,17,1.33,1.33,0.76,0.76,1.35,1.35,17.42282,17.42282,5.39172,5.39172,5.2117,5.2117,93,93,1,1,9,9,3.98,3.98,0.98,0.98,0.89,0.89,2,2,2,2,6,6,1,1,1,1,3,3,0.25,0.25,0.985,0.985,1.515,1.515,1897,1897,1342,-188.11,-188.11,1342,20.6,20.6,46,46,3.62,3.62,0.534,0.534,51.8,51.8,432,432,727,727,180.5,180.5,0.205,0.205,3.57,3.57,0.184,0.184,0.847,0.847,1.738,0.919,1.145,0.987688396
LiPO3,Li,1,Li,1,P,5,P,5,O,-2,O,-2,16,293,20,1148.65,2.48,P12/n1,13,4,6,0,0,0,0,8,8,15,15,3,3,15.9994,15.9994,30.973761,30.973761,6.941,6.941,3.5,3.5,2.06,2.06,0.97,0.97,1.175,1.175,0.474,0.474,1.21,1.21,0.9,0.9,0.52,1.26,1.26,0.52,15,1,1,15,16,16,1.4,1.4,0.38,0.38,0.76,0.76,13.61806,13.61806,10.48669,10.48669,5.39172,5.39172,87,87,83,83,1,1,3.44,3.44,2.19,2.19,0.98,0.98,2,2,3,3,2,2,2,2,5,5,1,1,0.285,0.285,0.6,0.6,0.985,0.985,1342,1342,-300,-182.962,-182.962,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,1.175,0.474,1.21,1.001454675
LiReO3,Li,1,Li,1,Re,5,Re,5,O,-2,O,-2,NaN,293,6,300.54,7.98,R3cH,-300,-300,0,0,0,0,0,8,8,75,75,3,3,15.9994,15.9994,186.207,186.207,6.941,6.941,3.5,3.5,1.46,1.46,0.97,0.97,1.175,1.175,0.717,0.717,1.21,1.21,0.9,0.9,0.72,1.26,1.26,0.72,7,1,1,7,16,16,1.4,1.4,0.58,0.58,0.76,0.76,13.61806,13.61806,7.8335,7.8335,5.39172,5.39172,87,87,54,54,1,1,3.44,3.44,1.9,1.9,0.98,0.98,2,2,6,6,2,2,2,2,6,6,1,1,0.285,0.285,1.19,1.19,0.985,0.985,1342,1342,5596,-182.962,-182.962,5596,46,46,6.2,6.2,0.534,0.534,20.8,20.8,432,432,324.5,324.5,180.5,180.5,3186,3186,3.57,3.57,0.137,0.137,0.847,0.847,0.479,0.479,1.175,0.717,1.21,0.875168486
