Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP,Vc
Ba2MgTeO6,Ba,2,Ba,2,Mg,2,Te,6,O,-2,O,-2,3,293,4,536.06,6.48,Fm-3m,225,23,0,0,0,0,0,8,8,12,52,56,56,15.9994,15.9994,24.305,127.6,137.327,137.327,3.5,3.5,1.23,2.01,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,0.947,1.49,1.49,0.7,1.26,1.26,0.86,2,2,2,16,16,16,1.4,1.4,0.72,0.56,1.35,1.35,13.61806,13.61806,7.64624,9.0096,5.2117,5.2117,87,87,68,90,9,9,3.44,3.44,1.31,2.1,0.89,0.89,2,2,3,5,6,6,2,2,2,7,3,3,0.285,0.285,0.9,0.79,1.515,1.515,1897,1897,1090,-182.962,-182.962,-300,20.6,20.6,24.8,-300,3.62,3.62,1.74,-300,51.8,51.8,348.9,-300,727,727,650,-300,0.205,0.205,1.024,-300,0.184,0.184,1.56,-300,1.738,0.7995,1.21,1.037347993,55.69352386
Ba2MgUO6,Ba,2,Ba,2,Mg,2,U,6,O,-2,O,-2,3,293,4,588.27,7.15,Fm-3m,225,23,0,0,0,0,0,8,8,12,92,56,56,15.9994,15.9994,24.305,238.02891,137.327,137.327,3.5,3.5,1.23,-300,0.97,0.97,1.738,1.738,0.84,0.889,1.21,1.21,0.947,1.49,1.49,0.87,1.26,1.26,0.86,2,2,2,3,16,16,1.4,1.4,0.72,0.73,1.35,1.35,13.61806,13.61806,7.64624,6.19405,5.2117,5.2117,87,87,68,20,9,9,3.44,3.44,1.31,1.7,0.89,0.89,2,2,3,7,6,6,2,2,2,6,3,3,0.285,0.285,0.9,-300,1.515,1.515,1897,1897,1090,-182.962,-182.962,4131,20.6,20.6,24.8,13.9,3.62,3.62,1.74,19.1,51.8,51.8,348.9,38.4,727,727,650,1135,0.205,0.205,1.024,0.116,0.184,0.184,1.56,0.276,1.738,0.8645,1.21,1.004844922,54.0909648
Ba2MgWO6,Ba,2,Ba,2,Mg,2,W,6,O,-2,O,-2,3,293,4,533.09,7.21,Fm-3m,225,23,0,0,0,0,0,8,8,12,74,56,56,15.9994,15.9994,24.305,183.84,137.327,137.327,3.5,3.5,1.23,1.4,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,0.947,1.49,1.49,0.74,1.26,1.26,0.86,2,2,2,6,16,16,1.4,1.4,0.72,0.6,1.35,1.35,13.61806,13.61806,7.64624,7.864,5.2117,5.2117,87,87,68,51,9,9,3.44,3.44,1.31,1.7,0.89,0.89,2,2,3,6,6,6,2,2,2,7,3,3,0.285,0.285,0.9,1.22,1.515,1.515,1897,1897,1090,-182.962,-182.962,5555,20.6,20.6,24.8,4.5,3.62,3.62,1.74,19.3,51.8,51.8,348.9,284.5,727,727,650,3414,0.205,0.205,1.024,0.132,0.184,0.184,1.56,1.74,1.738,0.7995,1.21,1.037347993,55.69352386
Ba2MgWO6,Ba,2,Ba,2,Mg,2,W,6,O,-2,O,-2,3,1473,4,561.29,6.85,Fm-3m,225,23,0,0,0,0,0,8,8,12,74,56,56,15.9994,15.9994,24.305,183.84,137.327,137.327,3.5,3.5,1.23,1.4,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,0.947,1.49,1.49,0.74,1.26,1.26,0.86,2,2,2,6,16,16,1.4,1.4,0.72,0.6,1.35,1.35,13.61806,13.61806,7.64624,7.864,5.2117,5.2117,87,87,68,51,9,9,3.44,3.44,1.31,1.7,0.89,0.89,2,2,3,6,6,6,2,2,2,7,3,3,0.285,0.285,0.9,1.22,1.515,1.515,1897,1897,1090,-182.962,-182.962,5555,20.6,20.6,24.8,4.5,3.62,3.62,1.74,19.3,51.8,51.8,348.9,284.5,727,727,650,3414,0.205,0.205,1.024,0.132,0.184,0.184,1.56,1.74,1.738,0.7995,1.21,1.037347993,55.69352386
Ba2MnIrO6,Ba,2,Ba,2,Mn,3,Ir,5,O,-2,O,-2,16,5,9,605.16,7.64,R-3mH,-300,-300,0,0,0,0,0,8,8,25,77,56,56,15.9994,15.9994,54.938049,192.217,137.327,137.327,3.5,3.5,1.6,1.55,0.97,0.97,1.738,1.738,0.773,0.806,1.21,1.21,0.864,1.49,1.49,0.71,1.26,1.26,0.72,7,2,2,9,16,16,1.4,1.4,0.58,0.57,1.35,1.35,13.61806,13.61806,7.43402,8.967,5.2117,5.2117,87,87,52,60,9,9,3.44,3.44,1.55,2.2,0.89,0.89,2,2,4,6,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.16,1.515,1.515,1897,1897,2061,-182.962,-182.962,4428,20.6,20.6,21.7,6.4,3.62,3.62,7.3,22.5,51.8,51.8,235,213.9,727,727,1246,2446,0.205,0.205,0.479,0.131,0.184,0.184,0.0782,1.47,1.738,0.7895,1.21,1.042536029,70.12773002
Ba2MnIrO6,Ba,2,Ba,2,Mn,3,Ir,5,O,-2,O,-2,6,290,9,609.8,7.58,R-3mH,-300,-300,0,0,0,0,0,8,8,25,77,56,56,15.9994,15.9994,54.938049,192.217,137.327,137.327,3.5,3.5,1.6,1.55,0.97,0.97,1.738,1.738,0.773,0.806,1.21,1.21,0.864,1.49,1.49,0.71,1.26,1.26,0.72,7,2,2,9,16,16,1.4,1.4,0.58,0.57,1.35,1.35,13.61806,13.61806,7.43402,8.967,5.2117,5.2117,87,87,52,60,9,9,3.44,3.44,1.55,2.2,0.89,0.89,2,2,4,6,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.16,1.515,1.515,1897,1897,2061,-182.962,-182.962,4428,20.6,20.6,21.7,6.4,3.62,3.62,7.3,22.5,51.8,51.8,235,213.9,727,727,1246,2446,0.205,0.205,0.479,0.131,0.184,0.184,0.0782,1.47,1.738,0.7895,1.21,1.042536029,70.12773002
Ba2MnMoO6,Ba,2,Ba,2,Mn,2,Mo,6,O,-2,O,-2,3,295,4,544.94,6.36,Fm-3m,225,23,0,0,0,0,0,8,8,25,42,56,56,15.9994,15.9994,54.938049,95.94,137.327,137.327,3.5,3.5,1.6,1.3,0.97,0.97,1.738,1.738,0.7,0.986,1.21,1.21,1.044,1.49,1.49,0.73,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.59,1.35,1.35,13.61806,13.61806,7.43402,7.09243,5.2117,5.2117,87,87,52,50,9,9,3.44,3.44,1.55,2.16,0.89,0.89,2,2,4,5,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,4639,20.6,20.6,21.7,4.8,3.62,3.62,7.3,10.2,51.8,51.8,235,390.7,727,727,1246,2622,0.205,0.205,0.479,0.251,0.184,0.184,0.0782,1.38,1.738,0.843,1.21,1.01536814,54.44065873
Ba2MnNbO6,Ba,2,Ba,2,Mn,3,Nb,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,25,41,56,56,15.9994,15.9994,54.938049,92.90638,137.327,137.327,3.5,3.5,1.6,1.23,0.97,0.97,1.738,1.738,0.768,0.806,1.21,1.21,0.864,1.49,1.49,0.78,1.26,1.26,0.72,7,2,2,5,16,16,1.4,1.4,0.58,0.64,1.35,1.35,13.61806,13.61806,7.43402,6.75885,5.2117,5.2117,87,87,52,47,9,9,3.44,3.44,1.55,1.6,0.89,0.89,2,2,4,5,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.23,1.515,1.515,1897,1897,2061,-182.962,-182.962,4744,20.6,20.6,21.7,7.3,3.62,3.62,7.3,8.57,51.8,51.8,235,323,727,727,1246,2477,0.205,0.205,0.479,0.265,0.184,0.184,0.0782,0.537,1.738,0.787,1.21,1.043841157,70.20831973
Ba2MnOsO6,Ba,2,Ba,2,Mn,2,Os,6,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,25,76,56,56,15.9994,15.9994,54.938049,190.23,137.327,137.327,3.5,3.5,1.6,1.52,0.97,0.97,1.738,1.738,0.82,0.986,1.21,1.21,1.044,1.49,1.49,0.685,1.26,1.26,0.81,7,2,2,8,16,16,1.4,1.4,0.83,0.55,1.35,1.35,13.61806,13.61806,7.43402,8.4382,5.2117,5.2117,87,87,52,57,9,9,3.44,3.44,1.55,2.2,0.89,0.89,2,2,4,6,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.17,1.515,1.515,1897,1897,2061,-182.962,-182.962,5012,20.6,20.6,21.7,5.1,3.62,3.62,7.3,22.59,51.8,51.8,235,304.1,727,727,1246,3033,0.205,0.205,0.479,0.13,0.184,0.184,0.0782,0.876,1.738,0.903,1.21,0.986536106,53.02319557
Ba2MnPuO6,Ba,2,Ba,2,Mn,2,Pu,6,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,25,94,56,56,15.9994,15.9994,54.938049,244.0642,137.327,137.327,3.5,3.5,1.6,-300,0.97,0.97,1.738,1.738,0.85,0.986,1.21,1.21,1.044,1.49,1.49,0.85,1.26,1.26,0.81,7,2,2,3,16,16,1.4,1.4,0.83,0.71,1.35,1.35,13.61806,13.61806,7.43402,6.0262,5.2117,5.2117,87,87,52,24,9,9,3.44,3.44,1.55,1.3,0.89,0.89,2,2,4,7,6,6,2,2,4,4,3,3,0.285,0.285,0.99,-300,1.515,1.515,1897,1897,2061,-182.962,-182.962,3228,20.6,20.6,21.7,46.7,3.62,3.62,7.3,19.7,51.8,51.8,235,11.6,727,727,1246,640,0.205,0.205,0.479,-300,0.184,0.184,0.0782,0.0674,1.738,0.918,1.21,0.979582139,52.68028841
Ba2MnReO6,Ba,2,Ba,2,Mn,2,Re,6,O,-2,O,-2,3,293,4,544.54,7.46,Fm-3m,225,23,0,0,0,0,0,8,8,25,75,56,56,15.9994,15.9994,54.938049,186.207,137.327,137.327,3.5,3.5,1.6,1.46,0.97,0.97,1.738,1.738,0.65,0.986,1.21,1.21,1.044,1.49,1.49,0.69,1.26,1.26,0.81,7,2,2,7,16,16,1.4,1.4,0.83,0.55,1.35,1.35,13.61806,13.61806,7.43402,7.8335,5.2117,5.2117,87,87,52,54,9,9,3.44,3.44,1.55,1.9,0.89,0.89,2,2,4,6,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.19,1.515,1.515,1897,1897,2061,-182.962,-182.962,5596,20.6,20.6,21.7,6.2,3.62,3.62,7.3,20.8,51.8,51.8,235,324.5,727,727,1246,3186,0.205,0.205,0.479,0.137,0.184,0.184,0.0782,0.479,1.738,0.818,1.21,1.027885005,55.05388765
Ba2MnRuO6,Ba,2,Ba,2,Mn,3,Ru,5,O,-2,O,-2,16,293,6,390.53,6.72,P63/mmc,194,-300,0,0,0,0,0,8,8,25,44,56,56,15.9994,15.9994,54.938049,101.07,137.327,137.327,3.5,3.5,1.6,1.42,0.97,0.97,1.738,1.738,0.757,0.806,1.21,1.21,0.864,1.49,1.49,0.705,1.26,1.26,0.72,7,2,2,8,16,16,1.4,1.4,0.58,0.57,1.35,1.35,13.61806,13.61806,7.43402,7.3605,5.2117,5.2117,87,87,52,56,9,9,3.44,3.44,1.55,2.2,0.89,0.89,2,2,4,5,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.145,1.515,1.515,1897,1897,2061,-182.962,-182.962,4150,20.6,20.6,21.7,6.4,3.62,3.62,7.3,12.1,51.8,51.8,235,381.8,727,727,1246,2333,0.205,0.205,0.479,0.238,0.184,0.184,0.0782,1.17,1.738,0.7815,1.21,1.046723972,70.38627075
Ba2MnTaO6,Ba,2,Ba,2,Mn,3,Ta,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,25,73,56,56,15.9994,15.9994,54.938049,180.9479,137.327,137.327,3.5,3.5,1.6,1.33,0.97,0.97,1.738,1.738,0.777,0.806,1.21,1.21,0.864,1.49,1.49,0.78,1.26,1.26,0.72,7,2,2,5,16,16,1.4,1.4,0.58,0.64,1.35,1.35,13.61806,13.61806,7.43402,7.5496,5.2117,5.2117,87,87,52,48,9,9,3.44,3.44,1.55,1.5,0.89,0.89,2,2,4,6,6,6,2,2,4,6,3,3,0.285,0.285,0.99,1.28,1.515,1.515,1897,1897,2061,-182.962,-182.962,5458,20.6,20.6,21.7,6.3,3.62,3.62,7.3,16.4,51.8,51.8,235,202.1,727,727,1246,3007,0.205,0.205,0.479,0.14,0.184,0.184,0.0782,0.575,1.738,0.7915,1.21,1.041494275,70.06339133
Ba2MnTeO6,Ba,2,Ba,2,Mn,2,Te,6,O,-2,O,-2,5,293,3,417.41,6.6,R-3mH,-300,-300,0,0,0,0,0,8,8,25,52,56,56,15.9994,15.9994,54.938049,127.6,137.327,137.327,3.5,3.5,1.6,2.01,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.7,1.26,1.26,0.81,7,2,2,16,16,16,1.4,1.4,0.83,0.56,1.35,1.35,13.61806,13.61806,7.43402,9.0096,5.2117,5.2117,87,87,52,90,9,9,3.44,3.44,1.55,2.1,0.89,0.89,2,2,4,5,6,6,2,2,4,7,3,3,0.285,0.285,0.99,0.79,1.515,1.515,1897,1897,2061,-182.962,-182.962,-300,20.6,20.6,21.7,-300,3.62,3.62,7.3,-300,51.8,51.8,235,-300,727,727,1246,-300,0.205,0.205,0.479,-300,0.184,0.184,0.0782,-300,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnUO6,Ba,2,Ba,2,Mn,2,U,6,O,-2,O,-2,3,293,4,607.43,7.26,Fm-3m,225,23,0,0,0,0,0,8,8,25,92,56,56,15.9994,15.9994,54.938049,238.02891,137.327,137.327,3.5,3.5,1.6,-300,0.97,0.97,1.738,1.738,0.84,0.986,1.21,1.21,1.044,1.49,1.49,0.87,1.26,1.26,0.81,7,2,2,3,16,16,1.4,1.4,0.83,0.73,1.35,1.35,13.61806,13.61806,7.43402,6.19405,5.2117,5.2117,87,87,52,20,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,7,6,6,2,2,4,6,3,3,0.285,0.285,0.99,-300,1.515,1.515,1897,1897,2061,-182.962,-182.962,4131,20.6,20.6,21.7,13.9,3.62,3.62,7.3,19.1,51.8,51.8,235,38.4,727,727,1246,1135,0.205,0.205,0.479,0.116,0.184,0.184,0.0782,0.276,1.738,0.913,1.21,0.981889209,52.79409692
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,10,4,548.23,7.38,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,20,4,548.47,7.38,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,30,4,548.51,7.38,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,40,4,548.13,7.39,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,50,4,548.53,7.38,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,60,4,548.57,7.38,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2MnWO6,Ba,2,Ba,2,Mn,2,W,6,O,-2,O,-2,3,295,4,551.07,7.35,Fm-3m,225,23,0,0,0,0,0,8,8,25,74,56,56,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.044,1.49,1.49,0.74,1.26,1.26,0.81,7,2,2,6,16,16,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,87,87,52,51,9,9,3.44,3.44,1.55,1.7,0.89,0.89,2,2,4,6,6,6,2,2,4,7,3,3,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259,54.31964864
Ba2NaIO6,Ba,2,Ba,2,Na,1,I,7,O,-2,O,-2,3,293,4,579.76,5.96,Fm-3m,225,23,0,0,0,0,0,8,8,11,53,56,56,15.9994,15.9994,22.98977,126.90447,137.327,137.327,3.5,3.5,1.01,2.21,0.97,0.97,1.738,1.738,-300,1.256,1.21,1.21,1.313,1.49,1.49,0.67,1.26,1.26,1.16,1,2,2,17,16,16,1.4,1.4,1.02,0.53,1.35,1.35,13.61806,13.61806,5.13908,10.45126,5.2117,5.2117,87,87,2,96,9,9,3.44,3.44,0.93,2.66,0.89,0.89,2,2,3,5,6,6,2,2,1,6,3,3,0.285,0.285,1.1,0.755,1.515,1.515,1897,1897,882.94,-182.962,-182.962,184.4,20.6,20.6,71,-300,3.62,3.62,0.97,-300,51.8,51.8,113.1,-300,727,727,97.79,-300,0.205,0.205,1.225,-300,0.184,0.184,1.41,-300,1.738,-149.372,1.21,-300,-0.481754308
Ba2NaOsO6,Ba,2,Ba,2,Na,1,Os,7,O,-2,O,-2,3,293,4,569.1,6.81,Fm-3m,225,23,0,0,0,0,0,8,8,11,76,56,56,15.9994,15.9994,22.98977,190.23,137.327,137.327,3.5,3.5,1.01,1.52,0.97,0.97,1.738,1.738,-300,1.256,1.21,1.21,1.313,1.49,1.49,0.665,1.26,1.26,1.16,1,2,2,8,16,16,1.4,1.4,1.02,-300,1.35,1.35,13.61806,13.61806,5.13908,8.4382,5.2117,5.2117,87,87,2,57,9,9,3.44,3.44,0.93,2.2,0.89,0.89,2,2,3,6,6,6,2,2,1,6,3,3,0.285,0.285,1.1,1.17,1.515,1.515,1897,1897,882.94,-182.962,-182.962,5012,20.6,20.6,71,5.1,3.62,3.62,0.97,22.59,51.8,51.8,113.1,304.1,727,727,97.79,3033,0.205,0.205,1.225,0.13,0.184,0.184,1.41,0.876,1.738,-149.372,1.21,-300,-0.481754308
Ba2NaReO6,Ba,2,Ba,2,Na,1,Re,7,O,-2,O,-2,3,298,4,571.27,6.74,Fm-3m,225,23,0,0,0,0,0,8,8,11,75,56,56,15.9994,15.9994,22.98977,186.207,137.327,137.327,3.5,3.5,1.01,1.46,0.97,0.97,1.738,1.738,0.7,1.256,1.21,1.21,1.313,1.49,1.49,0.67,1.26,1.26,1.16,1,2,2,7,16,16,1.4,1.4,1.02,0.53,1.35,1.35,13.61806,13.61806,5.13908,7.8335,5.2117,5.2117,87,87,2,54,9,9,3.44,3.44,0.93,1.9,0.89,0.89,2,2,3,6,6,6,2,2,1,6,3,3,0.285,0.285,1.1,1.19,1.515,1.515,1897,1897,882.94,-182.962,-182.962,5596,20.6,20.6,71,6.2,3.62,3.62,0.97,20.8,51.8,51.8,113.1,324.5,727,727,97.79,3186,0.205,0.205,1.225,0.137,0.184,0.184,1.41,0.479,1.738,0.978,1.21,0.95271974,29.71940084
Ba2NdBiO6,Ba,2,Ba,2,Nd,3,Bi,5,O,-2,O,-2,5,293,2,328.62,7.32,I12/m1,12,-300,0,0,0,0,0,8,8,60,83,56,56,15.9994,15.9994,144.24,208.98038,137.327,137.327,3.5,3.5,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.151,1.21,1.21,1.209,1.49,1.49,0.9,1.26,1.26,1.123,3,2,2,15,16,16,1.4,1.4,0.98,0.76,1.35,1.35,13.61806,13.61806,5.525,7.2856,5.2117,5.2117,87,87,19,86,9,9,3.44,3.44,1.14,1.9,0.89,0.89,2,2,6,6,6,6,2,2,3,6,3,3,0.285,0.285,-300,0.92,1.515,1.515,1897,1897,3074,-182.962,-182.962,1564,20.6,20.6,9.6,13.4,3.62,3.62,7.01,9.79,51.8,51.8,49.5,53.3,727,727,1021,271.4,0.205,0.205,0.191,0.122,0.184,0.184,0.165,0.0787,1.738,1.034,1.21,0.928944203,62.40919908
