Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP,Vc
LaCoO3,La,3,La,3,Co,3,Co,3,O,-2,O,-2,NaN,668,2,115.09,7.09,R-3cR,-300,-300,0,0,0,0,0,8,8,27,27,57,57,15.9994,15.9994,58.9332,58.9332,138.9055,138.9055,3.5,3.5,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,1.21,1.21,0.741,1.172,1.172,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.881,7.881,5.5769,5.5769,87,87,58,58,13,13,3.44,3.44,1.88,1.88,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.92,0.92,1.375,1.375,3464,3464,2927,-182.962,-182.962,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.21,1.002948604,44.43004136
LaCoO3,La,3,La,3,Co,3,Co,3,O,-2,O,-2,NaN,1143,2,118.6,6.88,R-3cR,-300,-300,0,0,0,0,0,8,8,27,27,57,57,15.9994,15.9994,58.9332,58.9332,138.9055,138.9055,3.5,3.5,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,1.21,1.21,0.741,1.172,1.172,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.881,7.881,5.5769,5.5769,87,87,58,58,13,13,3.44,3.44,1.88,1.88,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.92,0.92,1.375,1.375,3464,3464,2927,-182.962,-182.962,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.21,1.002948604,44.43004136
LaCoO3,La,3,La,3,Co,3,Co,3,O,-2,O,-2,NaN,1248,2,119.4,6.84,P-3cR,-300,-300,0,0,0,0,0,8,8,27,27,57,57,15.9994,15.9994,58.9332,58.9332,138.9055,138.9055,3.5,3.5,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,1.21,1.21,0.741,1.172,1.172,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.881,7.881,5.5769,5.5769,87,87,58,58,13,13,3.44,3.44,1.88,1.88,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.92,0.92,1.375,1.375,3464,3464,2927,-182.962,-182.962,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.21,1.002948604,44.43004136
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,1.5,4,237.49,6.68,Pnma,62,10,11,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,5,4,233.83,6.79,Pnma,62,10,11,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,150,4,237.59,6.68,Pnma,62,10,11,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,5,295,4,234.57,6.76,Pbnm,62,10,11,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,473,4,235.44,6.74,Pnma,62,10,11,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,593,6,353.74,6.73,R-3cH,-300,-300,0,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCrO3,La,3,La,3,Cr,3,Cr,3,O,-2,O,-2,NaN,1073,6,360.3,6.61,R-3cH,-300,-300,0,0,0,0,0,8,8,24,24,57,57,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,0.828,1.172,1.172,0.755,1.26,1.26,0.755,6,3,3,6,16,16,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,87,87,49,49,13,13,3.44,3.44,1.66,1.66,1.1,1.1,2,2,4,4,6,6,2,2,6,6,4,4,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965,42.50785785
LaCuO3,La,3,La,3,Cu,3,Cu,3,O,-2,O,-2,5,293,6,347.84,7.17,R-3cH,-300,-300,0,0,0,0,0,8,8,29,29,57,57,15.9994,15.9994,63.546,63.546,138.9055,138.9055,3.5,3.5,1.75,1.75,1.08,1.08,1.475,1.475,0.799,0.799,1.21,1.21,0.857,1.172,1.172,0.68,1.26,1.26,0.68,11,3,3,11,16,16,1.4,1.4,-300,-300,1.03,1.03,13.61806,13.61806,7.72638,7.72638,5.5769,5.5769,87,87,64,64,13,13,3.44,3.44,1.9,1.9,1.1,1.1,2,2,4,4,6,6,2,2,2,2,4,4,0.285,0.285,0.88,0.88,1.375,1.375,3464,3464,2562,-182.962,-182.962,2562,12.1,12.1,16.5,16.5,6.15,6.15,8.96,8.96,44.6,44.6,203.5,203.5,918,918,1084.62,1084.62,0.195,0.195,0.384,0.384,0.134,0.134,4.01,4.01,1.475,0.799,1.21,0.945038182,41.90356446
LaErO3,La,3,La,3,Er,3,Er,3,O,-2,O,-2,NaN,1173,4,309.52,7.6,Pnma,62,10,11,0,0,0,0,8,8,68,68,57,57,15.9994,15.9994,167.259,167.259,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.034,1.034,1.21,1.21,1.092,1.172,1.172,1.03,1.26,1.26,1.03,3,3,3,3,16,16,1.4,1.4,0.89,0.89,1.03,1.03,13.61806,13.61806,6.1077,6.1077,5.5769,5.5769,87,87,35,35,13,13,3.44,3.44,1.24,1.24,1.1,1.1,2,2,6,6,6,6,2,2,3,3,4,4,0.285,0.285,-300,-300,1.375,1.375,3464,3464,2868,-182.962,-182.962,2868,12.1,12.1,12.2,12.2,6.15,6.15,9.07,9.07,44.6,44.6,119,119,918,918,1529,1529,0.195,0.195,0.168,0.168,0.134,0.134,0.145,0.145,1.475,1.034,1.21,0.84607028,37.57496795
LaErO3,La,3,La,3,Er,3,Er,3,O,-2,O,-2,NaN,1273,4,309.9,7.59,Pnma,62,10,11,0,0,0,0,8,8,68,68,57,57,15.9994,15.9994,167.259,167.259,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.034,1.034,1.21,1.21,1.092,1.172,1.172,1.03,1.26,1.26,1.03,3,3,3,3,16,16,1.4,1.4,0.89,0.89,1.03,1.03,13.61806,13.61806,6.1077,6.1077,5.5769,5.5769,87,87,35,35,13,13,3.44,3.44,1.24,1.24,1.1,1.1,2,2,6,6,6,6,2,2,3,3,4,4,0.285,0.285,-300,-300,1.375,1.375,3464,3464,2868,-182.962,-182.962,2868,12.1,12.1,12.2,12.2,6.15,6.15,9.07,9.07,44.6,44.6,119,119,918,918,1529,1529,0.195,0.195,0.168,0.168,0.134,0.134,0.145,0.145,1.475,1.034,1.21,0.84607028,37.57496795
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,5,293,4,242.46,6.65,Pnma,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,5,378,4,243.28,6.63,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,483,4,244.09,6.61,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,588,4,244.98,6.58,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,693,4,245.95,6.56,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,777,4,246.75,6.53,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,840,4,247.31,6.52,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,903,4,247.83,6.51,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,1008,4,248.75,6.48,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,1113,4,249.52,6.46,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,1218,4,250.56,6.44,Pbnm,62,10,11,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,1239,6,375.71,6.44,R-3cH,-300,-300,0,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
LaFeO3,La,3,La,3,Fe,3,Fe,3,O,-2,O,-2,NaN,1323,6,376.94,6.42,R-3cH,-300,-300,0,0,0,0,0,8,8,26,26,57,57,15.9994,15.9994,55.845,55.845,138.9055,138.9055,3.5,3.5,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,1.21,1.21,0.863,1.172,1.172,0.69,1.26,1.26,0.69,8,3,3,8,16,16,1.4,1.4,0.55,0.55,1.03,1.03,13.61806,13.61806,7.9024,7.9024,5.5769,5.5769,87,87,55,55,13,13,3.44,3.44,1.83,1.83,1.1,1.1,2,2,4,4,6,6,2,2,3,3,4,4,0.285,0.285,0.95,0.95,1.375,1.375,3464,3464,2861,-182.962,-182.962,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,1.21,0.942224172,41.78067707
