Compound,GroupCat,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,ToleranceBVP
HgSnO3,5,15.9994,15.9994,118.71,118.71,200.59,200.59,3.5,3.5,1.72,1.72,1.44,1.44,1.425,1.425,0.845,0.845,1.21,1.21,13.61806,13.61806,7.3439,7.3439,10.4375,10.4375,3.44,3.44,1.96,1.96,1.9,1.9,356.62,356.62,2602,2602,60.4,60.4,22,22,13.5336,13.5336,7.26,7.26,11.4,11.4,60.4,60.4,-38.83,-38.83,231.93,231.93,0.139,0.139,0.227,0.227,0.0834,0.0834,0.666,0.666,0.906679498
HgTiO3,5,15.9994,15.9994,47.867,47.867,200.59,200.59,3.5,3.5,1.32,1.32,1.44,1.44,1.425,1.425,0.755,0.755,1.21,1.21,13.61806,13.61806,6.8281,6.8281,10.4375,10.4375,3.44,3.44,1.54,1.54,1.9,1.9,356.62,356.62,3287,3287,60.4,60.4,8.6,8.6,13.5336,13.5336,4.51,4.51,11.4,11.4,295.6,295.6,-38.83,-38.83,1670,1670,0.139,0.139,0.522,0.522,0.0834,0.0834,0.219,0.219,0.948206803
Ho2CuTiO6,16,15.9994,15.9994,63.546,47.867,164.93032,164.93032,3.5,3.5,1.75,1.32,-300,-300,1.328,1.328,0.755,0.875,1.21,1.21,13.61806,13.61806,7.72638,6.8281,6.0215,6.0215,3.44,3.44,1.9,1.54,1.23,1.23,2700,2700,2562,3287,11.2,11.2,16.5,8.6,8.8,8.8,8.96,4.51,103,103,203.5,295.6,1474,1474,1084.62,1670,0.165,0.165,0.384,0.522,0.162,0.162,4.01,0.219,0.886240499
HoAlO3,5,15.9994,15.9994,26.981538,26.981538,164.93032,164.93032,3.5,3.5,1.47,1.47,-300,-300,1.328,1.328,0.666,0.666,1.21,1.21,13.61806,13.61806,5.98577,5.98577,6.0215,6.0215,3.44,3.44,1.61,1.61,1.23,1.23,2700,2700,2519,2519,11.2,11.2,23.1,23.1,8.8,8.8,2.7,2.7,103,103,399.9,399.9,1474,1474,660.32,660.32,0.165,0.165,0.904,0.904,0.162,0.162,2.37,2.37,0.956629537
HoBO3,16,15.9994,15.9994,10.811,10.811,164.93032,164.93032,3.5,3.5,2.01,2.01,-300,-300,1.328,1.328,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,6.0215,6.0215,3.44,3.44,2.04,2.04,1.23,1.23,2700,2700,-300,-300,11.2,11.2,-300,-300,8.8,8.8,-300,-300,103,103,-300,-300,1474,1474,-300,-300,0.165,0.165,-300,-300,0.162,0.162,-300,-300,1.103034426
HoCrO3,5,15.9994,15.9994,51.9961,51.9961,164.93032,164.93032,3.5,3.5,1.56,1.56,-300,-300,1.328,1.328,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,6.0215,6.0215,3.44,3.44,1.66,1.66,1.23,1.23,2700,2700,2671,2671,11.2,11.2,4.9,4.9,8.8,8.8,7.15,7.15,103,103,404,404,1474,1474,1907,1907,0.165,0.165,0.45,0.45,0.162,0.162,0.937,0.937,0.906382329
HoFeO3,5,15.9994,15.9994,55.845,55.845,164.93032,164.93032,3.5,3.5,1.64,1.64,-300,-300,1.328,1.328,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,6.0215,6.0215,3.44,3.44,1.83,1.83,1.23,1.23,2700,2700,2861,2861,11.2,11.2,11.8,11.8,8.8,8.8,7.87,7.87,103,103,247.3,247.3,1474,1474,1538,1538,0.165,0.165,0.449,0.449,0.162,0.162,0.802,0.802,0.890638715
HoGaO3,NaN,15.9994,15.9994,69.723,69.723,164.93032,164.93032,3.5,3.5,1.82,1.82,-300,-300,1.328,1.328,0.776,0.776,1.21,1.21,13.61806,13.61806,5.9993,5.9993,6.0215,6.0215,3.44,3.44,1.81,1.81,1.23,1.23,2700,2700,2204,2204,11.2,11.2,18,18,8.8,8.8,5.91,5.91,103,103,80,80,1474,1474,29.767,29.767,0.165,0.165,0.374,0.374,0.162,0.162,0.406,0.406,0.903644013
HoScO3,NaN,15.9994,15.9994,44.95591,44.95591,164.93032,164.93032,3.5,3.5,1.2,1.2,-300,-300,1.328,1.328,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,6.0215,6.0215,3.44,3.44,1.36,1.36,1.23,1.23,2700,2700,2836,2836,11.2,11.2,10.2,10.2,8.8,8.8,2.99,2.99,103,103,314,314,1474,1474,1541,1541,0.165,0.165,0.567,0.567,0.162,0.162,0.158,0.158,0.85255915
HoScS3,NaN,32.065,32.065,44.95591,44.95591,164.93032,164.93032,2.44,2.44,1.2,1.2,-300,-300,1.328,1.328,0.895,0.895,-300,-300,10.36001,10.36001,6.5615,6.5615,6.0215,6.0215,2.58,2.58,1.36,1.36,1.23,1.23,2700,2700,2836,2836,11.2,11.2,10.2,10.2,8.8,8.8,2.99,2.99,103,103,314,314,1474,1474,1541,1541,0.165,0.165,0.567,0.567,0.162,0.162,0.158,0.158,0.706083137
In2BiGaS6,16,32.065,32.065,208.98038,69.723,114.818,114.818,2.44,2.44,1.67,1.82,1.49,1.49,1.205,1.205,0.776,1.14,-300,-300,10.36001,10.36001,7.2856,5.9993,5.78636,5.78636,2.58,2.58,1.9,1.81,1.78,1.78,2072,2072,1564,2204,32.1,32.1,13.4,18,7.31,7.31,9.79,5.91,28.6,28.6,53.3,80,156.6,156.6,271.4,29.767,0.233,0.233,0.122,0.374,0.816,0.816,0.0787,0.406,0.706522732
In2NiMnO6,NaN,15.9994,15.9994,58.6934,54.938049,114.818,114.818,3.5,3.5,1.75,1.6,1.49,1.49,1.205,1.205,0.693,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.43402,5.78636,5.78636,3.44,3.44,1.91,1.55,1.78,1.78,2072,2072,2913,2061,32.1,32.1,13.4,21.7,7.31,7.31,8.9,7.3,28.6,28.6,290.3,235,156.6,156.6,1455,1246,0.233,0.233,0.445,0.479,0.816,0.816,0.907,0.0782,0.861803117
InBO3,13,15.9994,15.9994,10.811,10.811,114.818,114.818,3.5,3.5,2.01,2.01,1.49,1.49,1.205,1.205,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,5.78636,5.78636,3.44,3.44,2.04,2.04,1.78,1.78,2072,2072,-300,-300,32.1,32.1,-300,-300,7.31,7.31,-300,-300,28.6,28.6,-300,-300,156.6,156.6,-300,-300,0.233,0.233,-300,-300,0.816,0.816,-300,-300,1.049577675
InFeO3,NaN,15.9994,15.9994,55.845,55.845,114.818,114.818,3.5,3.5,1.64,1.64,1.49,1.49,1.205,1.205,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,5.78636,5.78636,3.44,3.44,1.83,1.83,1.78,1.78,2072,2072,2861,2861,32.1,32.1,11.8,11.8,7.31,7.31,7.87,7.87,28.6,28.6,247.3,247.3,156.6,156.6,1538,1538,0.233,0.233,0.449,0.449,0.816,0.816,0.802,0.802,0.847475373
K2CsBiCl6,16,35.453,35.453,132.90545,208.98038,39.0983,39.0983,2.83,2.83,0.8,1.67,0.91,0.91,1.841,1.841,1.14,1.87,1.67,1.67,12.96764,12.96764,3.8939,7.2856,4.34066,4.34066,3.16,3.16,0.79,1.9,0.82,0.82,759,759,671,1564,83.3,83.3,97,13.4,0.89,0.89,1.93,9.79,59.6,59.6,15.7,53.3,63.38,63.38,28.44,271.4,0.757,0.757,0.242,0.122,1.024,1.024,0.359,0.0787,0.781937609
K2LiAlF6,6,18.9984032,18.9984032,6.941,26.981538,39.0983,39.0983,4.1,4.1,0.97,1.47,0.91,0.91,1.841,1.841,0.666,0.919,1.145,1.145,17.42282,17.42282,5.39172,5.98577,4.34066,4.34066,3.98,3.98,0.98,1.61,0.82,0.82,759,759,1342,2519,83.3,83.3,46,23.1,0.89,0.89,0.534,2.7,59.6,59.6,432,399.9,63.38,63.38,180.5,660.32,0.757,0.757,3.57,0.904,1.024,1.024,0.847,2.37,1.089765599
K2NaAlF6,3,18.9984032,18.9984032,22.98977,26.981538,39.0983,39.0983,4.1,4.1,1.01,1.47,0.91,0.91,1.841,1.841,0.666,1.256,1.145,1.145,17.42282,17.42282,5.13908,5.98577,4.34066,4.34066,3.98,3.98,0.93,1.61,0.82,0.82,759,759,882.94,2519,83.3,83.3,71,23.1,0.89,0.89,0.97,2.7,59.6,59.6,113.1,399.9,63.38,63.38,97.79,660.32,0.757,0.757,1.225,0.904,1.024,1.024,1.41,2.37,1.002574002
K2NaCrF6,3,18.9984032,18.9984032,22.98977,51.9961,39.0983,39.0983,4.1,4.1,1.01,1.56,0.91,0.91,1.841,1.841,0.77,1.256,1.145,1.145,17.42282,17.42282,5.13908,6.7665,4.34066,4.34066,3.98,3.98,0.93,1.66,0.82,0.82,759,759,882.94,2671,83.3,83.3,71,4.9,0.89,0.89,0.97,7.15,59.6,59.6,113.1,404,63.38,63.38,97.79,1907,0.757,0.757,1.225,0.45,1.024,1.024,1.41,0.937,0.978415593
K2NaFeF6,3,18.9984032,18.9984032,22.98977,55.845,39.0983,39.0983,4.1,4.1,1.01,1.64,0.91,0.91,1.841,1.841,0.805,1.256,1.145,1.145,17.42282,17.42282,5.13908,7.9024,4.34066,4.34066,3.98,3.98,0.93,1.83,0.82,0.82,759,759,882.94,2861,83.3,83.3,71,11.8,0.89,0.89,0.97,7.87,59.6,59.6,113.1,247.3,63.38,63.38,97.79,1538,0.757,0.757,1.225,0.449,1.024,1.024,1.41,0.802,0.970545092
K2NaMoO3F3,3,15.9994,18.9984032,22.98977,95.94,39.0983,39.0983,3.5,4.1,1.01,1.3,0.91,0.91,1.841,1.841,0.7,1.256,1.21,1.145,13.61806,17.42282,5.13908,7.09243,4.34066,4.34066,3.44,3.98,0.93,2.16,0.82,0.82,759,759,882.94,4639,83.3,83.3,71,4.8,0.89,0.89,0.97,10.2,59.6,59.6,113.1,390.7,63.38,63.38,97.79,2622,0.757,0.757,1.225,0.251,1.024,1.024,1.41,1.38,0.990211932
K2NaScF6,3,18.9984032,18.9984032,22.98977,44.95591,39.0983,39.0983,4.1,4.1,1.01,1.2,0.91,0.91,1.841,1.841,0.895,1.256,1.145,1.145,17.42282,17.42282,5.13908,6.5615,4.34066,4.34066,3.98,3.98,0.93,1.36,0.82,0.82,759,759,882.94,2836,83.3,83.3,71,10.2,0.89,0.89,0.97,2.99,59.6,59.6,113.1,314,63.38,63.38,97.79,1541,0.757,0.757,1.225,0.567,1.024,1.024,1.41,0.158,0.950876311
K2NaTiOF5,3,15.9994,18.9984032,22.98977,47.867,39.0983,39.0983,3.5,4.1,1.01,1.32,0.91,0.91,1.841,1.841,-300,1.256,1.21,1.145,13.61806,17.42282,5.13908,6.8281,4.34066,4.34066,3.44,3.98,0.93,1.54,0.82,0.82,759,759,882.94,3287,83.3,83.3,71,8.6,0.89,0.89,0.97,4.51,59.6,59.6,113.1,295.6,63.38,63.38,97.79,1670,0.757,0.757,1.225,0.522,1.024,1.024,1.41,0.219,-300
K2NaVF6,3,18.9984032,18.9984032,22.98977,50.9415,39.0983,39.0983,4.1,4.1,1.01,1.45,0.91,0.91,1.841,1.841,0.789,1.256,1.145,1.145,17.42282,17.42282,5.13908,6.7462,4.34066,4.34066,3.98,3.98,0.93,1.63,0.82,0.82,759,759,882.94,3407,83.3,83.3,71,8.4,0.89,0.89,0.97,6,59.6,59.6,113.1,422,63.38,63.38,97.79,1910,0.757,0.757,1.225,0.489,1.024,1.024,1.41,0.307,0.974127266
K2NaYF6,3,18.9984032,18.9984032,22.98977,88.90585,39.0983,39.0983,4.1,4.1,1.01,1.11,0.91,0.91,1.841,1.841,1.065,1.256,1.145,1.145,17.42282,17.42282,5.13908,6.2171,4.34066,4.34066,3.98,3.98,0.93,1.22,0.82,0.82,759,759,882.94,3345,83.3,83.3,71,10.6,0.89,0.89,0.97,4.47,59.6,59.6,113.1,128,63.38,63.38,97.79,1522,0.757,0.757,1.225,0.298,1.024,1.024,1.41,0.172,0.915819063
K2SbPO6,16,15.9994,15.9994,121.76,30.973761,39.0983,39.0983,3.5,3.5,1.82,2.06,0.91,0.91,1.841,1.841,0.474,0.799,1.21,1.21,13.61806,13.61806,8.6084,10.48669,4.34066,4.34066,3.44,3.44,2.05,2.19,0.82,0.82,759,759,1587,-300,83.3,83.3,11,-300,0.89,0.89,6.68,-300,59.6,59.6,162.5,-300,63.38,63.38,630.63,-300,0.757,0.757,0.207,-300,1.024,1.024,0.243,-300,1.168363276
K2SeMoO6,16,15.9994,15.9994,78.96,95.94,39.0983,39.0983,3.5,3.5,2.48,1.3,0.91,0.91,1.841,1.841,0.7,0.751,1.21,1.21,13.61806,13.61806,9.75238,7.09243,4.34066,4.34066,3.44,3.44,2.55,2.16,0.82,0.82,759,759,685,4639,83.3,83.3,-300,4.8,0.89,0.89,-300,10.2,59.6,59.6,-300,390.7,63.38,63.38,-300,2622,0.757,0.757,-300,0.251,1.024,1.024,-300,1.38,1.114638486
K3AlF6,4,18.9984032,18.9984032,39.0983,26.981538,39.0983,39.0983,4.1,4.1,0.91,1.47,0.91,0.91,1.841,1.841,0.666,1.585,1.145,1.145,17.42282,17.42282,4.34066,5.98577,4.34066,4.34066,3.98,3.98,0.82,1.61,0.82,0.82,759,759,759,2519,83.3,83.3,83.3,23.1,0.89,0.89,0.89,2.7,59.6,59.6,59.6,399.9,63.38,63.38,63.38,660.32,0.757,0.757,0.757,0.904,1.024,1.024,1.024,2.37,0.929936511
K3CrF6,3,18.9984032,18.9984032,39.0983,55.845,39.0983,39.0983,4.1,4.1,0.91,1.64,0.91,0.91,1.841,1.841,0.805,1.585,1.145,1.145,17.42282,17.42282,4.34066,7.9024,4.34066,4.34066,3.98,3.98,0.82,1.83,0.82,0.82,759,759,759,2861,83.3,83.3,83.3,11.8,0.89,0.89,0.89,7.87,59.6,59.6,59.6,247.3,63.38,63.38,63.38,1538,0.757,0.757,0.757,0.449,1.024,1.024,1.024,0.802,0.902316602
K3FeF6,3,18.9984032,18.9984032,39.0983,55.845,39.0983,39.0983,4.1,4.1,0.91,1.64,0.91,0.91,1.841,1.841,0.805,1.585,1.145,1.145,17.42282,17.42282,4.34066,7.9024,4.34066,4.34066,3.98,3.98,0.82,1.83,0.82,0.82,759,759,759,2861,83.3,83.3,83.3,11.8,0.89,0.89,0.89,7.87,59.6,59.6,59.6,247.3,63.38,63.38,63.38,1538,0.757,0.757,0.757,0.449,1.024,1.024,1.024,0.802,0.902316602
K3GdF6,NaN,18.9984032,18.9984032,39.0983,157.25,39.0983,39.0983,4.1,4.1,0.91,-300,0.91,0.91,1.841,1.841,1.111,1.585,1.145,1.145,17.42282,17.42282,4.34066,6.1501,4.34066,4.34066,3.98,3.98,0.82,1.2,0.82,0.82,759,759,759,3273,83.3,83.3,83.3,9.4,0.89,0.89,0.89,7.9,59.6,59.6,59.6,63.6,63.38,63.38,63.38,1313,0.757,0.757,0.757,0.235,1.024,1.024,1.024,0.105,0.846939771
K3HfOF5,3,15.9994,18.9984032,39.0983,178.49,39.0983,39.0983,3.5,4.1,0.91,1.23,0.91,0.91,1.841,1.841,-300,1.585,1.21,1.145,13.61806,17.42282,4.34066,6.82507,4.34066,4.34066,3.44,3.98,0.82,1.3,0.82,0.82,759,759,759,4603,83.3,83.3,83.3,5.9,0.89,0.89,0.89,13.3,59.6,59.6,59.6,152.4,63.38,63.38,63.38,2233,0.757,0.757,0.757,0.144,1.024,1.024,1.024,0.23,-300
K3YF6,NaN,15.9994,15.9994,39.0983,88.90585,39.0983,39.0983,3.5,3.5,0.91,1.11,0.91,0.91,1.841,1.841,-300,1.585,1.21,1.21,13.61806,13.61806,4.34066,6.2171,4.34066,4.34066,3.44,3.44,0.82,1.22,0.82,0.82,759,759,759,3345,83.3,83.3,83.3,10.6,0.89,0.89,0.89,4.47,59.6,59.6,59.6,128,63.38,63.38,63.38,1522,0.757,0.757,0.757,0.298,1.024,1.024,1.024,0.172,-300
KCdCl3,7,35.453,35.453,112.411,112.411,39.0983,39.0983,2.83,2.83,1.46,1.46,0.91,0.91,1.841,1.841,1.1,1.1,1.67,1.67,12.96764,12.96764,8.9938,8.9938,4.34066,4.34066,3.16,3.16,1.69,1.69,0.82,0.82,759,759,767,767,83.3,83.3,30.8,30.8,0.89,0.89,8.69,8.69,59.6,59.6,55.2,55.2,63.38,63.38,321.07,321.07,0.757,0.757,0.231,0.231,1.024,1.024,0.968,0.968,0.896264227
KCdF3,5,18.9984032,18.9984032,112.411,112.411,39.0983,39.0983,4.1,4.1,1.46,1.46,0.91,0.91,1.841,1.841,1.1,1.1,1.145,1.145,17.42282,17.42282,8.9938,8.9938,4.34066,4.34066,3.98,3.98,1.69,1.69,0.82,0.82,759,759,767,767,83.3,83.3,30.8,30.8,0.89,0.89,8.69,8.69,59.6,59.6,55.2,55.2,63.38,63.38,321.07,321.07,0.757,0.757,0.231,0.231,1.024,1.024,0.968,0.968,0.940499264
KCoF3,3,18.9984032,18.9984032,58.9332,58.9332,39.0983,39.0983,4.1,4.1,1.7,1.7,0.91,0.91,1.841,1.841,0.888,0.888,1.145,1.145,17.42282,17.42282,7.881,7.881,4.34066,4.34066,3.98,3.98,1.88,1.88,0.82,0.82,759,759,2927,2927,83.3,83.3,13,13,0.89,0.89,8.86,8.86,59.6,59.6,272.5,272.5,63.38,63.38,1495,1495,0.757,0.757,0.421,0.421,1.024,1.024,1,1,1.038573954
KFeCl3,7,35.453,35.453,55.845,55.845,39.0983,39.0983,2.83,2.83,1.64,1.64,0.91,0.91,1.841,1.841,0.93,0.93,1.67,1.67,12.96764,12.96764,7.9024,7.9024,4.34066,4.34066,3.16,3.16,1.83,1.83,0.82,0.82,759,759,2861,2861,83.3,83.3,11.8,11.8,0.89,0.89,7.87,7.87,59.6,59.6,247.3,247.3,63.38,63.38,1538,1538,0.757,0.757,0.449,0.449,1.024,1.024,0.802,0.802,0.954866119
KFeF3,3,18.9984032,18.9984032,55.845,55.845,39.0983,39.0983,4.1,4.1,1.64,1.64,0.91,0.91,1.841,1.841,0.93,0.93,1.145,1.145,17.42282,17.42282,7.9024,7.9024,4.34066,4.34066,3.98,3.98,1.83,1.83,0.82,0.82,759,759,2861,2861,83.3,83.3,11.8,11.8,0.89,0.89,7.87,7.87,59.6,59.6,247.3,247.3,63.38,63.38,1538,1538,0.757,0.757,0.449,0.449,1.024,1.024,0.802,0.802,1.017552216
KHgF3,NaN,18.9984032,18.9984032,200.59,200.59,39.0983,39.0983,4.1,4.1,1.44,1.44,0.91,0.91,1.841,1.841,1.168,1.168,1.145,1.145,17.42282,17.42282,10.4375,10.4375,4.34066,4.34066,3.98,3.98,1.9,1.9,0.82,0.82,759,759,356.62,356.62,83.3,83.3,60.4,60.4,0.89,0.89,13.5336,13.5336,59.6,59.6,11.4,11.4,63.38,63.38,-38.83,-38.83,0.757,0.757,0.139,0.139,1.024,1.024,0.0834,0.0834,0.912849481
KIO3,NaN,15.9994,15.9994,126.90447,126.90447,39.0983,39.0983,3.5,3.5,2.21,2.21,0.91,0.91,1.841,1.841,0.86,0.86,1.21,1.21,13.61806,13.61806,10.45126,10.45126,4.34066,4.34066,3.44,3.44,2.66,2.66,0.82,0.82,759,759,184.4,184.4,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,-300,-300,1.042213908
KMgF3,3,18.9984032,18.9984032,24.305,24.305,39.0983,39.0983,4.1,4.1,1.23,1.23,0.91,0.91,1.841,1.841,0.889,0.889,1.145,1.145,17.42282,17.42282,7.64624,7.64624,4.34066,4.34066,3.98,3.98,1.31,1.31,0.82,0.82,759,759,1090,1090,83.3,83.3,24.8,24.8,0.89,0.89,1.74,1.74,59.6,59.6,348.9,348.9,63.38,63.38,650,650,0.757,0.757,1.024,1.024,1.024,1.024,1.56,1.56,1.038063347
KMnCl3,5,35.453,35.453,54.938049,54.938049,39.0983,39.0983,2.83,2.83,1.6,1.6,0.91,0.91,1.841,1.841,0.986,0.986,1.67,1.67,12.96764,12.96764,7.43402,7.43402,4.34066,4.34066,3.16,3.16,1.55,1.55,0.82,0.82,759,759,2061,2061,83.3,83.3,21.7,21.7,0.89,0.89,7.3,7.3,59.6,59.6,235,235,63.38,63.38,1246,1246,0.757,0.757,0.479,0.479,1.024,1.024,0.0782,0.0782,0.934733399
KMnF3,3,18.9984032,18.9984032,54.938049,54.938049,39.0983,39.0983,4.1,4.1,1.6,1.6,0.91,0.91,1.841,1.841,0.986,0.986,1.145,1.145,17.42282,17.42282,7.43402,7.43402,4.34066,4.34066,3.98,3.98,1.55,1.55,0.82,0.82,759,759,2061,2061,83.3,83.3,21.7,21.7,0.89,0.89,7.3,7.3,59.6,59.6,235,235,63.38,63.38,1246,1246,0.757,0.757,0.479,0.479,1.024,1.024,0.0782,0.0782,0.990812224
KNiCl3,16,35.453,35.453,58.6934,58.6934,39.0983,39.0983,2.83,2.83,1.75,1.75,0.91,0.91,1.841,1.841,0.85,0.85,1.67,1.67,12.96764,12.96764,7.6398,7.6398,4.34066,4.34066,3.16,3.16,1.91,1.91,0.82,0.82,759,759,2913,2913,83.3,83.3,13.4,13.4,0.89,0.89,8.9,8.9,59.6,59.6,290.3,290.3,63.38,63.38,1455,1455,0.757,0.757,0.445,0.445,1.024,1.024,0.907,0.907,0.985179329
KNiF3,3,18.9984032,18.9984032,58.6934,58.6934,39.0983,39.0983,4.1,4.1,1.75,1.75,0.91,0.91,1.841,1.841,0.85,0.85,1.145,1.145,17.42282,17.42282,7.6398,7.6398,4.34066,4.34066,3.98,3.98,1.91,1.91,0.82,0.82,759,759,2913,2913,83.3,83.3,13.4,13.4,0.89,0.89,8.9,8.9,59.6,59.6,290.3,290.3,63.38,63.38,1455,1455,0.757,0.757,0.445,0.445,1.024,1.024,0.907,0.907,1.058356315
KNO3,12,15.9994,15.9994,14.0067,14.0067,39.0983,39.0983,3.5,3.5,3.07,3.07,0.91,0.91,1.841,1.841,-300,-300,1.21,1.21,13.61806,13.61806,14.53414,14.53414,4.34066,4.34066,3.44,3.44,3.04,3.04,0.82,0.82,759,759,-300,-300,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,-300,-300,-300
KPO3,16,15.9994,15.9994,30.973761,30.973761,39.0983,39.0983,3.5,3.5,2.06,2.06,0.91,0.91,1.841,1.841,0.474,0.474,1.21,1.21,13.61806,13.61806,10.48669,10.48669,4.34066,4.34066,3.44,3.44,2.19,2.19,0.82,0.82,759,759,-300,-300,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,-300,-300,1.281106169
KTaO3,3,15.9994,15.9994,180.9479,180.9479,39.0983,39.0983,3.5,3.5,1.33,1.33,0.91,0.91,1.841,1.841,0.777,0.777,1.21,1.21,13.61806,13.61806,7.5496,7.5496,4.34066,4.34066,3.44,3.44,1.5,1.5,0.82,0.82,759,759,5458,5458,83.3,83.3,6.3,6.3,0.89,0.89,16.4,16.4,59.6,59.6,202.1,202.1,63.38,63.38,3007,3007,0.757,0.757,0.14,0.14,1.024,1.024,0.575,0.575,1.085748762
KUO3,3,15.9994,15.9994,238.02891,238.02891,39.0983,39.0983,3.5,3.5,-300,-300,0.91,0.91,1.841,1.841,0.932,0.932,1.21,1.21,13.61806,13.61806,6.19405,6.19405,4.34066,4.34066,3.44,3.44,1.7,1.7,0.82,0.82,759,759,4131,4131,83.3,83.3,13.9,13.9,0.89,0.89,19.1,19.1,59.6,59.6,38.4,38.4,63.38,63.38,1135,1135,0.757,0.757,0.116,0.116,1.024,1.024,0.276,0.276,1.007181508
KVF3,3,18.9984032,18.9984032,50.9415,50.9415,39.0983,39.0983,4.1,4.1,1.45,1.45,0.91,0.91,1.841,1.841,0.896,0.896,1.145,1.145,17.42282,17.42282,6.7462,6.7462,4.34066,4.34066,3.98,3.98,1.63,1.63,0.82,0.82,759,759,3407,3407,83.3,83.3,8.4,8.4,0.89,0.89,6,6,59.6,59.6,422,422,63.38,63.38,1910,1910,0.757,0.757,0.489,0.489,1.024,1.024,0.307,0.307,1.034503111
KVO3,16,15.9994,15.9994,50.9415,50.9415,39.0983,39.0983,3.5,3.5,1.45,1.45,0.91,0.91,1.841,1.841,0.66,0.66,1.21,1.21,13.61806,13.61806,6.7462,6.7462,4.34066,4.34066,3.44,3.44,1.63,1.63,0.82,0.82,759,759,3407,3407,83.3,83.3,8.4,8.4,0.89,0.89,6,6,59.6,59.6,422,422,63.38,63.38,1910,1910,0.757,0.757,0.489,0.489,1.024,1.024,0.307,0.307,1.153680636
KZnF3,3,18.9984032,18.9984032,65.409,65.409,39.0983,39.0983,4.1,4.1,1.66,1.66,0.91,0.91,1.841,1.841,0.9,0.9,1.145,1.145,17.42282,17.42282,9.3942,9.3942,4.34066,4.34066,3.98,3.98,1.65,1.65,0.82,0.82,759,759,907,907,83.3,83.3,30.2,30.2,0.89,0.89,7.14,7.14,59.6,59.6,108.1,108.1,63.38,63.38,419.53,419.53,0.757,0.757,0.388,0.388,1.024,1.024,1.16,1.16,1.032479633
La2CoFeO6,5,15.9994,15.9994,58.9332,55.845,138.9055,138.9055,3.5,3.5,1.7,1.64,1.08,1.08,1.475,1.475,0.805,0.683,1.21,1.21,13.61806,13.61806,7.881,7.9024,5.5769,5.5769,3.44,3.44,1.88,1.83,1.1,1.1,3464,3464,2927,2861,12.1,12.1,13,11.8,6.15,6.15,8.86,7.87,44.6,44.6,272.5,247.3,918,918,1495,1538,0.195,0.195,0.421,0.449,0.134,0.134,1,0.802,0.97163854
La2CoPtO6,NaN,15.9994,15.9994,58.9332,195.078,138.9055,138.9055,3.5,3.5,1.7,1.44,1.08,1.08,1.475,1.475,0.819,0.888,1.21,1.21,13.61806,13.61806,7.881,8.9587,5.5769,5.5769,3.44,3.44,1.88,2.2,1.1,1.1,3464,3464,2927,3825,12.1,12.1,13,8.8,6.15,6.15,8.86,21.5,44.6,44.6,272.5,113.6,918,918,1495,1768.2,0.195,0.195,0.421,0.133,0.134,0.134,1,0.716,0.920078366
